"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"A framework of practices supporting the reuse of technological knowledge","https://scispace.com/paper/a-framework-of-practices-supporting-the-reuse-of-1axdqz4fe0","2019","Journal Article","Environment Systems and Decisions","Daniel Stenholm
Daniel Corin Stig
Lars Ivansen
Dag Henrik Bergsjö","10.1007/S10669-019-09732-4","https://scispace.com/pdf/a-framework-of-practices-supporting-the-reuse-of-1axdqz4fe0.pdf","Technology-intensive companies invest considerable of resources in product development to bring competitive products to market. Since market demand is continuously changing, the capability to renew offerings quickly and at low cost is an important source of competitive advantage. Even if components and designs may need to be updated when releasing new products, their underlying technologies and designs can usually be reused to enable fast and cost-efficient development. To be proficient in practices that support reuse of technologies thus constitutes an important organizational capability, but identifying and assessing these practices has not been a straightforward task for technology developers and managers. This paper presents a literature review regarding technology reuse in four main dimensions; Strategy, Process, Culture, and Information Technology. The dimensions are further decomposed into a framework with twelve principles that supports this technology reuse capability, including technology platform strategy and reusability assessment. Besides providing a theoretical overview of practices supporting the reuse of technology, the framework can also be used in practice to facilitate the assessment of the current reuse capability of an organization. Industrial cases, illustrating real technology development issues, are used to highlight the principles of the framework. Further, a self-assessment scorecard is demonstrated with data from two companies that develop and manufacture high-tech products.","A literature review regarding technology reuse in four main dimensions; Strategy, Process, Culture, and Information Technology is presented, further decomposed into a framework with twelve principles that supports this technology reuse capability, including technology platform strategy and reusability assessment."
"Protecting Intellectual Property and Appropriating Value from Innovations in Weak Appropriability Regimes","https://scispace.com/paper/protecting-intellectual-property-and-appropriating-value-t825hikhqx","2021","Journal Article","Research-technology Management","James Nebus
Kah-Hin Chai
Annapoornima M. Subramanian","10.1080/08956308.2021.1921397","","Overview: How can multinational enterprises (MNEs) protect their intellectual property (IP) when patents are weakly enforced? An imitator will only take action to appropriate an innovator’s value i...","In this paper, the authors discuss how multinational enterprises protect their intellectual property (IP) when patents are weakly enforced and how an imitator will only take action to appropriate an innovator's value i..."
"Anti-reversing as a tool to protect intellectual property","https://scispace.com/paper/anti-reversing-as-a-tool-to-protect-intellectual-property-tp2ufzaqev","2010","","","Misbah ul Iman
A F M Ishaq","","http://ieeexplore.ieee.org/iel5/5523174/5542651/05542661.pdf","Intellectual property theft has become a major problem in the recent years. In this paper we primarily focus on software components as intellectual property. Availability of high speed internet has played an important role in distribution of illegal software. Reverse engineering techniques are used to bypass security of software components. These techniques are also used by forensics analysts and researchers against anti reversing techniques of malware. In this paper we try to evaluate some of these anti-reversing protection techniques used by malware which prevent researchers from disassembling their code. We also see how we can use the same techniques for protection of software against reverse engineering.","This paper tries to evaluate some of these anti-reversing protection techniques used by malware which prevent researchers from disassembling their code and sees how the same techniques can be used for protection of software against reverse engineering."
"Open Innovation Intellectual Property Risk Maturity Model: An Approach to Measure Intellectual Property Risks of Software Firms Engaged in Open Innovation","https://scispace.com/paper/open-innovation-intellectual-property-risk-maturity-model-an-3pv3l31j","2023","Journal Article","Sustainability","R. Sudhir Kumar","10.3390/su151411036","","Open innovation (OI) is key to sustainable product development and is increasingly gaining significance as the preferred model of innovation across industries. When compared to closed innovation, the protection of intellectual property (IP) that is created in open innovation is complex. For organisations engaging in OI, a sound IP management policy focusing on IP risk reduction plays a significant role in ensuring their sustained growth. Assessing the risks that are involved in IP management will enable firms to devise appropriate IP management strategies, which would ensure sufficient protection of an IP that is created in an OI model. Studies indicate that the risks which are associated with IP and risk management processes also vary with company segments that range from start-ups to micro, small, medium, and large organisations. This paper proposes an open innovation IP risk assessment model to compute the open innovation intellectual property risk score (OIIPRS) by employing an analytic hierarchy process. The OIIPRS indicates the IP risk levels of an organisation when it engages in open innovation with other organisations. The factors contributing to IP risk are identified and further classified as configurable IP risk factors, and the impact of these factors for the various company segments is also factored in when computing the OIIPRS. Further, an OI IP risk maturity model (OIIPRMM) is proposed. This model depicts the IP risk maturity of organisations based on the computed OIIPRS on an IP risk continuum, which categorises firms into five levels of IP risk maturity. The software firms can make use of the OIIPRMM to assess the level of IP risk and adopt proactive IP protection mechanisms while collaborating with other organisations.","In this paper , the authors proposed an open innovation IP risk assessment model to compute the open innovation intellectual property risk score (OIIPRS) by employing an analytic hierarchy process."
"Formulating a defensive technique to prevent the threat of prohibited reverse engineering","https://scispace.com/paper/formulating-a-defensive-technique-to-prevent-the-threat-of-2s6hbjej8c","2011","Proceedings Article","","Asma'a Mahfoud Al-Hakimy
Kesava Pillai Rajadurai
Muhammad Ibrahim Ravi","10.1109/CTIT.2011.6107939","","Reverse engineering (RE) was invented primarily when the process of software engineering (SE) gained less interest because of difficulty. It was mainly used when software is developed, and the developer is no longer available. Therefore the only communication method was available is reverse engineering. However this amazing process has drifted to a different direction where reverse engineers or hackers have found their way to break into any closed source code, and been able to edit it and resell it again which cost the original author a big loss. Anti-reverse engineering techniques have appeared to stop this illegal process, some were successful and some are not. This research will discuss the level of success of these techniques. Present and customize the proposed technique base on a critical formularized and normalized analysis that is done on data collected globally involving software engineers and reverse. To support the analysis an experiment is conducted to see the ability to reverse engineer small and medium systems.","In this paper, the authors discuss the level of success of anti-reverse engineering techniques and present and customize the proposed technique base on a critical formularized and normalized analysis that is done on data collected globally involving software engineers and reverse."
"Classification of Methods of Reverse Engineering in the Configuration Management of Original High-Tech Radio Electronic Products","https://scispace.com/paper/classification-of-methods-of-reverse-engineering-in-the-1ae3eew7ak","2018","Proceedings Article","","Dmitry S. Vorunichev
Mihail. S. Kostin
Sergey N. Zamuruev","10.1109/ITMQIS.2018.8524910","","this article contains classification of modern methods of reverse-engineering high-tech radio electronic production for the levels of constructor hierarchy. That is shown that while managing risks on the stages of the high-tech radio electronic production life cycle an important place remains to the intellectual property-related risks. Both well-known and new methods of technical protection from copying original radio electronic production are represented.","Classification of modern methods of reverse-engineering high-tech radio electronic production for the levels of constructor hierarchy shows that while managing risks on the stages of the high-Tech radio Electronic production life cycle an important place remains to the intellectual property-related risks."
"Análise da utilização do technology roadmapping como meio de seleção de produto de referência para a engenharia reversa.","https://scispace.com/paper/analise-da-utilizacao-do-technology-roadmapping-como-meio-de-1bu3576juv","2011","Journal Article","","Lucas Barbosa Alves
Carlos Eduardo Sanches da Silva
Carlos Henrique Pereira Mello","10.1590/S0104-530X2011000100005","https://scispace.com/pdf/analise-da-utilizacao-do-technology-roadmapping-como-meio-de-1bu3576juv.pdf","Para uma empresa de base tecnologica (EBT) se manter competitiva ela precisa buscar a reducao do tempo de desenvolvimento de seus produtos e a insercao de tecnologias-chave. O presente trabalho tem como objetivo analisar a utilizacao do Technology Roadmapping (TRM) como meio de selecao de um produto de referencia para a aplicacao de um processo de Engenharia Reversa (ER), como parte do processo de desenvolvimento de produtos de uma EBT. A integracao entre essas tecnicas foi analisada por meio de um estudo de caso. A realizacao das partes de mercado, produto e tecnologia do TRM forneceu meios para que fosse encontrado, no mercado, um produto de referencia que possuisse caracteristicas diferenciadas, possibilitando a aplicacao de uma ER. O resultado foi o desenvolvimento de um produto, em tempo reduzido, focado nas necessidades dos clientes e do mercado, com tecnologias e funcionalidades avancadas e melhoradas no que diz respeito ao seu referencial. Evidenciou-se a melhoria em fatores importantes do produto como custos de producao, preco de venda, custos de instalacao, tempo de instalacao, adaptabilidade e peso do produto. A integracao entre as tecnicas forneceu meios para a empresa inserir no mercado um produto que ja possuisse vantagem competitiva devido a superioridade obtida durante seu desenvolvimento. Apos a analise dos resultados, foi possivel sistematizar a utilizacao do TRM como meio de selecao do produto de referencia para a aplicacao da ER.","A realizacao das partes de mercado, produto e tecnologia do TRM forneceu meios for a empresa inserir no mercado um produto that ja possuisse vantagem competitiva devido a superioridade obtida durante seu desenvolvimento as discussed by the authors."
"Using Complex Products and Systems in the Pharmaceutical Innovation: Case study of R&D project in pharmaceutical industry","https://scispace.com/paper/using-complex-products-and-systems-in-the-pharmaceutical-5ob5fuoai7","2011","Proceedings Article","","Lu Zhang
Hao Hu","10.1109/APBITM.2011.5996298","","The question of how to accelerate innovation is becoming more and more crucial for the pharmaceutical industry to meet the social and economic demand. Complex Products and Systems (CoPS) that is characterized by high cost, intensive engineering and information technology, and many tailored subsystems and components, provides new perspective for inproving pharmaceutical innovation. This paper aims to explore the mechanisms of applying CoPS into pharmaceutical research and development (R&D) project. After a theoretical review of CoPS and pharmaceutical innovation, it describes three R & D projects: analysis knowledge, technical complexity of those projects, and decomposition of each. This paper argues that the evolution of pharmaceutical innovation has increased the width demand of knowledge, which makes a feasible and optimal solution for pharmaceutical innovation study and practice.","In this paper, the authors explore the mechanisms of applying complex products and systems (CoPS) into pharmaceutical research and development (R&D) project and describe three R&D projects: analysis knowledge, technical complexity of those projects, and decomposition of each."
"Managing the risk aspects of the product development process at the Upjohn Company","https://scispace.com/paper/managing-the-risk-aspects-of-the-product-development-process-3q7xv2rhep","2006","Journal Article","Journal of Product & Brand Management","Lea Prevel Katsanis
Dennis A. Pitta","10.1108/10610420610679610","https://home.ubalt.edu/ntsbpitt/Upjohn.pdf","Purpose – The aim of this paper is to describe an innovative practice that has implication for new product developers within and outside the pharmaceutical industry.Design/methodology/approach – The case describes an approach to managing the risk inherent in marketing drugs. The organization's original name has been retained, although individual managers' names have been changed at its request. Interviews with former company employees and publicly available data were used to write the case study.Findings – The paper provides information and action approaches to new product developers that may reduce the risk of losing products to regulatory action. The subject company devised a risk management response to its product development. Their results offer direct implications for new product development teams in the drug industry. By extension, the implications may aid traditional companies outside of the pharmaceutical industry.Research limitations/implications – As in all case studies, the specific conditions ...","In this article, the authors describe an innovative practice that has implication for new product developers within and outside the pharmaceutical industry, which may reduce the risk of losing products to regulatory action, by providing information and action approaches."
"Return on Investment Analysis for Implementing Barriers to Reverse Engineering","https://scispace.com/paper/return-on-investment-analysis-for-implementing-barriers-to-26t89t9ydk","2011","Proceedings Article","Design Automation Conference","Darren C. Knight
Christopher A. Mattson","10.1115/DETC2011-47094","","Reverse engineering (extracting information about a product from the product itself) is a competitive strategy for many firms and is often costly to innovators. Recent research has proven metrics for estimating the reverse engineering time and barrier and has shown that products can strategically be made more difficult to reverse engineer, thus protecting the innovator. Reverse engineering, however, is only the first phase of attempting to duplicate a product. Imitating – the process of discovering how to physically reproduce the performance of the reverse engineered product in one or more of its performance areas – is the second and final phase. This paper presents metrics for the time and barrier to imitating and shows how they can be joined with reverse engineering metrics to estimate a total time and total barrier to duplicate a product. As there is a cost associated with the design of barriers to reverse engineering and imitating it is important that a return on investment analysis be performed to ensure a profitable endeavor. Details of such an analysis are","In this paper, the authors presented metrics for the time and barrier to imitating and showed how they can be combined with reverse engineering metrics to estimate a total time and total barrier to duplicate a product."
"Engineering challenges of intrafirm technology reuse","https://scispace.com/paper/engineering-challenges-of-intrafirm-technology-reuse-2oaqlsg4d8","2019","Journal Article","Systems Engineering","Daniel Corin Stig
Dag Henrik Bergsjö","10.1002/SYS.21475","https://scispace.com/pdf/engineering-challenges-of-intrafirm-technology-reuse-2oaqlsg4d8.pdf","Companies derive additional value from technological investments by repeatedly applying them across different product lines in their portfolios. Technology reuse strategies have helped to increase efficiency in leveraging research and development investments, but the attempts to explain how to duplicate such results for technology reuse at the engineering level are missing. While there are synergetic effects to the reuse of technologies, there are also transaction costs that limit the benefits in practice. This paper presents a model, along with three examples, of technology reuse to help account for these transaction costs and mitigate the fallacy of perceiving technologies as reusable “off‐the‐shelf” elements.","A model, along with three examples, of technology reuse to help account for transaction costs and mitigate the fallacy of perceiving technologies as reusable “off‐the‐shelf” elements are presented."
"Espionnage industriel et intelligence économique : cadre d’analyse d’une délimitation","https://scispace.com/paper/espionnage-industriel-et-intelligence-economique-cadre-2t7jnp57folr","2024","Journal Article","Management & sciences sociales","Oumar Fane
Jimmy Feige
Georges Bidi","10.3917/mss.036.0134","","Le thème de l’espionnage industriel suscite l’intérêt des chercheurs. Ses effets sur les entreprises peuvent être néfastes. Les entreprises doivent se protéger et adopter les comportements appropriés et les pratiques idoines. Toutefois, l’espionnage industriel demeure presque indissociable de certains concepts connexes, notamment l’intelligence économique. Certains auteurs vont en effet jusqu’à confondre les deux concepts et d’autres considèrent l’espionnage industriel comme l’étape supérieure de l’intelligence économique. Ce travail de recherche repose principalement sur une analyse de la littérature. Dans cet article, nous discutons des difficultés de délimitation d’une frontière entre les deux concepts. Un cadre de délimitation à travers les notions de droit et d’éthique est a priori à définir. Des pistes de recherche sont proposées. ","This research paper explores the blurred lines between industrial espionage and economic intelligence, discussing the challenges of distinguishing between the two concepts and proposing a framework for delimitation based on law and ethics."
"Globalization, Migration and Knowledge Transfer: the Reconfiguration of R&D Capability in Indian Pharmaceutical Firms","https://scispace.com/paper/globalization-migration-and-knowledge-transfer-the-vbji3185rv6p","","","","Dinar Kale
Stephen Edgar Little","10.4135/9788132108047.n8","","The Indian pharmaceutical industry represents a successful case of indigenous self-reliant development. Over the last three decades the Indian industry, working under weak patent laws, used reverse engineering skills to develop capabilities in process R&D and generics drug development. With the signing of the TRIPS agreement Indian firms faced a stronger regulatory environment which restricted the application of imitative R&D. This change in regulation accelerated development of innovative R&D capabilities in the Indian pharmaceutical firms. Building on process R&D capabilities Indian firms entered the generics market in advanced regions such as Europe and US. Indian firms started their subsidiaries in Europe and US and acquired firms in these countries. From 1995 Indian pharma firms began investing in the development of capabilities in new drug development and new drug delivery systems R&D. Major Indian firms have filed patents for new chemical entities and signed licensing deals with large MNC pharmaceutical firms. Indian firms hired Indian scientists educated or working overseas in multinational pharmaceutical R&D to acquire capabilities in innovative R&D. These scientists played a key role in development of R&D capabilities in Indian firms by bridging knowledge gaps in pharmaceutical R&D. However transfer of knowledge by hiring scientists is a complex process. For Indian firms differences between working cultures of Indian and western firms and importantly differences between the requirements of Indian firms and the skill sets of returnees have hampered effective diffusion of knowledge. Indian firms have responded to these issues by adopting global R&D management practices.","Indian pharmaceutical firms transitioned from reverse engineering to innovative R&D capabilities under TRIPS agreement, leveraging process R&D, global talent acquisition, and R&D management practices to bridge knowledge gaps and compete in global markets."
"Blockchains, Property Rights and Health Technology Assessment in the Pharmaceutical and Device (s) Industries.","https://scispace.com/paper/blockchains-property-rights-and-health-technology-assessment-2r51ljjssc","2018","Journal Article","Innovations in pharmacy","Paul C Langley
Robert E Martin","10.24926/IIP.V9I4.1444","https://scispace.com/pdf/blockchains-property-rights-and-health-technology-assessment-2r51ljjssc.pdf","Ongoing concerns with the security of health information, both from the perspective of the individual patient as well as health systems has led to increased attention being given to the potential role of blockchain technology in the secure storage of health information through encryption, the integration of diverse health record systems and the vesting of property and access rights to health data in the patient. While the security offered by blockchain technology has long been recognized in the finance sector with the emergence of a range of cryptocurrencies as a medium of exchange and store of value, demonstrating the value of blockchain technology in health management and health technology assessment has yet to be achieved. In this commentary, a number of questions are raised as to the potential value offered by blockchain technology as a complement to existing electronic medical record systems. Chief among these are: (i) the allocation of property rights as a necessary precondition for blockchain uptake; (ii) access and incentives for active as opposed to passive blockchain membership; (iii) monetization of blockchain access; (iv) capturing data from within the blockchain and the possibility of value added data; (v) the potential for blockchain platforms in formulary evaluations; (vi) the blockchain as a managed market for health data; and (vii) the role of intermediation in blockchain management.
 
Article Type: Commentary","In this commentary, a number of questions are raised as to the potential value offered by blockchain technology as a complement to existing electronic medical record systems."
"Quality risk analysis in a cGMP environment: multiple models for comprehensive failure mode identification during the computer system lifecycle","https://scispace.com/paper/quality-risk-analysis-in-a-cgmp-environment-multiple-models-1v34i5hk9o","2014","Journal Article","Drug Development and Industrial Pharmacy","Brian Gervais
Deirdre M. D’Arcy","10.3109/03639045.2012.744417","","Pharmaceutical quality systems use various inputs to ensure product quality and prevent failures that might have patient consequences. These inputs are generally data from failures that have already occurred, for example process deviations or customer complaints. Risk analysis techniques are well-established in certain other industries and have become of interest to pharmaceutical manufacturers because they allow potential quality failures to be predicted and mitigating action taken in advance of their occurring. Failure mode and effects analysis (FMEA) is one such technique, and in this study it was applied to implement a computerized manufacturing execution system in a pharmaceutical manufacturing environment. After introduction, the system was monitored to detect failures that did occur and these were analyzed to determine why the risk analysis method failed to predict them. Application of FMEA in other industries has identified weaknesses in predicting certain error types, specifically its dependence on other techniques to model risk situations and its poor analysis of non-hardware risks, such as human error, and this was confirmed in this study. Hierarchical holographic modeling (HHM), a technique for identifying risk scenarios in wide-scope analyses, was applied subsequently and identified additional potential failure modes. The technique for human error rate prediction (THERP) has previously been used for the quantitative analysis of human error risk and the event tree from this technique was adapted and identified further human error scenarios. These were input to the FMEA for prioritization and mitigation, thereby strengthening the risk analysis in terms of failure modes considered.","Hierarchical holographic modeling (HHM), a technique for identifying risk scenarios in wide-scope analyses, was applied subsequently and identified additional potential failure modes in the FMEA, strengthening the risk analysis in terms of failure modes considered."
"Strategic options to tackle patent expiration: theoretical framework and case studies","https://scispace.com/paper/strategic-options-to-tackle-patent-expiration-theoretical-38ig0acg1l","2009","Journal Article","International Journal of Intellectual Property Management","Christina Raasch","10.1504/IJIPM.2009.024406","","Patents grant patent holders a temporary monopoly, excluding other parties from making commercial use of the patented invention without authorisation and thereby allowing their owners to recoup investment. In many industries, the loss of patent-protected exclusivity and the ensuing market entry of competitors are known to be followed by a severe decline of the incumbent's sales and profit. This paper investigates strategies, which incumbents can adopt to cushion these adverse effects. Taking the pharmaceutical industry as an example, we explore the strategy space available to firms in situations of patent expiration, providing a comprehensive analytical framework. The study is based on expert interviews and secondary data of key effort and performance variables. Four prominent case studies from the German market analyse strategy choice, implementation and success in large pharmaceutical companies. Implications for industry and policy-making as well as the transferability of the proposed strategic framework to other industries are discussed.","In this paper, the authors explore the strategy space available to firms in situations of patent expiration, providing a comprehensive analytical framework to cope with the adverse effects of patent expirations."
"Developing proprietary or open source technology: Learning from five case studies","https://scispace.com/paper/developing-proprietary-or-open-source-technology-learning-4szzmgy2ry","2013","Proceedings Article","Industrial Engineering and Engineering Management","R.R.K. Sharma
Ajay Jha
Sandeep S Rajput","10.1109/IEEM.2013.6962661","","Companies in high technology area either have to lead and set the industry standard, or quickly follow the prevalent, or risk becoming obsolete. Learnings from this paper are following: First, the Innovators tend to develop proprietary technology to take advantage of first to market and the late entrants try to make up by developing open source technology. However the proprietary strategy is not always successful in launching improved substitute owing to the network effect and switching cost and the market may favor an inferior product. Second, the elite products are generally produced under proprietary technology, whereas broad base products are aimed by open Source. Third, with time the proprietary systems are found expensive to maintain, and are made open to sustain. Fourth, proprietary technology aims for vertically integrated supply chain leading to full ownership of upstream and downstream supply components. Finally the long term strategy calls for open source for greater market size.","In this paper, the Innovators tend to develop proprietary technology to take advantage of first to market and the late entrants try to make up by developing open source technology, however the proprietary strategy is not always successful in launching improved substitute owing to the network effect and switching cost and the market may favor an inferior product."
"Augmenting Tools for Reverse Engineering Methods","https://scispace.com/paper/augmenting-tools-for-reverse-engineering-methods-1y5few3gqa","2006","Proceedings Article","Design Automation Conference","Mark Snider
Sudhakar Teegavarapu
D. Scott Hesser
Joshua D. Summers","10.1115/DETC2006-99676","","Reverse engineering has gained importance over the past few years due to an intense competitive market aiding in the survivability of a company. This paper examines the reverse engineering process and what, how, and why it can assist in making a better design. Two well known reverse engineering methodologies are explored, the first by Otto and Wood and the second by Ingle. Each methodology is compared and contrasted according to the protocols and tools used. Among some of the reverse engineering tools detailed and illustrated are: Black box, Fishbone, Function Structure, Bill of Material, Exploded CAD models, Morphological Matrix, Subtract and Operate Procedure (SOP), House of Quality matrix, and FMEA. Even though both methodologies have highly valued tools, some of the areas in reverse engineering need additional robust tooling. This paper presents new and expanded tooling to augment the existing methods in hopes of furthering the understanding of the product, and process. Tools like Reverse Failure Mode and Effects Analysis (RFMEA), Connectivity graphs, and inter-relation matrix increase the design efficiency, quality, and the understanding of the reverse engineering process. These tools have been employed in two industry projects and one demonstrative purpose for a Design for Manufacture Class. In both of these scenarios, industry and academic, the users found that the augmented tools were useful in capturing and revealing information not previously realized.Copyright © 2006 by ASME","In this paper, the reverse engineering process and what, how, and why it can assist in making a better design are examined and compared according to the protocols and tools used, and new and expanded tooling is presented to augment the existing methods in hopes of furthering the understanding of the product, and process."
"Redeveloping Drugs Based on Existing Patents","https://scispace.com/paper/redeveloping-drugs-based-on-existing-patents-3bc1uj6l23","2016","Journal Article","Primary Health Care","Zhao Xy
Diao Tx
Zeng Yj","10.4172/2167-1079.1000233","","With the advent of the era of knowledge economy and China’s join into WTO, the Problem of intellectual property rights of drug has become increasingly important to Pharmaceutical industry and even to all society. The Patent Protection is the most important part of intellectual property right of drug, which does not only act as a safe guard and stimulator to drug development, but also is a Powerful tool for drug development Providing comprehensive technology and law information. The paper analyzed some Pharmaceutical companies' strategies to develop new drug with Patent. An investigation of the U.S. Federal Trade Commission shows that, the pharmaceutical industry is more dependent on patents than any other industries; the industry prevents free competition, compensate R&D investment, and learn about new technical breakthroughs through patents. Chinese researchers have no strong awareness of using patent literatures, often neglecting acquisition and analysis of patent information. Therefore, the author summarized and analyzed current methods of how foreign pharmaceutical companies use patent information for drug development, to provide Chinese pharmaceutical companies with references on fully using patent resources to develop drugs","Current methods of how foreign pharmaceutical companies use patent information for drug development are summarized and analyzed to provide Chinese pharmaceutical companies with references on fully using patent resources to develop drugs."
"Risk assessment in multi-disciplinary (software+) engineering projects","https://scispace.com/paper/risk-assessment-in-multi-disciplinary-software-engineering-372pa9m6ln","2011","Journal Article","International Journal of Software Engineering and Knowledge Engineering","Stefan Biffl
Thomas Moser
Dietmar Winkler","10.1142/S0218194011005232","","Software systems in safety-critical industrial automation systems, such as power plants and steel mills, become increasingly large, complex, and distributed. For assessing risks, like low product quality and project cost and duration overruns, to trustworthy services provided by software as part of automation systems there are established risk analysis approaches based on data collection from project participants and data models. However, in multi-disciplinary engineering projects there are often semantic gaps between the software tools and data models of the participating engineering disciplines, e.g., mechanic, electrical, and software engineering. In this paper we discuss current limitations to risk assessment in (software+) engineering projects and introduce the SEMRISK approach for risk assessment in projects with semantically heterogeneous software tools and data models. The SEMRISK approach provides the knowledge engineering foundation to allow an end-to-end view for service-relevant data elements such as signals, by providing a project domain ontology and mappings to the tool data models of the involved engineering disciplines. We empirically evaluate the effectiveness and efficiency of the approach based on a real-world industrial use case from the safety-critical power plant domain. Major results are that the approach was effective and considerably more efficient than the current approach at the industry partner.","The SEMRISK approach for risk assessment in projects with semantically heterogeneous software tools and data models is introduced and it is found that the approach was effective and considerably more efficient than the current approach at the industry partner."
"Development of Technology Portfolio Analysis method for Technology-outsourcing of Pharmaceutical cooperations","https://scispace.com/paper/development-of-technology-portfolio-analysis-method-for-1o06haqu3p","2013","Journal Article","Journal of the Korea Academia Industrial Cooperation Society","Sukchul Hong","10.5762/KAIS.2013.14.11.5809","https://scispace.com/pdf/development-of-technology-portfolio-analysis-method-for-1o06haqu3p.pdf","This study proposes a technology portfolio analysis method for technology outsourcing of pharmaceutical cooperations by applying the concepts of `Pipeline Soundness` and `Patent Validity`. This study also applied the developed portfolio analysis method to a `real world case` of Amgen`s acquisition of Onyx Pharmaceuticals to prove the applicability of the method to the real world cases and investigated the validity of the acquisition affair between the two companies. The results of portfolio analysis showed that Amgen`s technology portfolio will be improved by acquiring Onyx Pharmaceuticals especially in cancer field which is their main field. So we concluded that Amgen`s choice of Onyx pharmaceuticals as a source of technology outsourcing was reasonable. We think that the technology portfolio analysis method developed by this study will be a valuable tool for pharmaceutical cooperations for investigating their current technology status and selecting target companies for technology outsourcing.","In this article, the authors proposed a technology portfolio analysis method for technology outsourcing of pharmaceutical cooperations by applying the concepts of pipeline soundness and patent validity, and applied this method to a real world case of Amgen's acquisition of Onyx Pharmaceuticals to prove the applicability of the method to the real world cases."
"Five Essays on the Effect of IP Infringement on Management and Company Strategy","https://scispace.com/paper/five-essays-on-the-effect-of-ip-infringement-on-management-2kv0jb64e8","2013","Dissertation","","Theresa Veer","10.14279/DEPOSITONCE-3751","https://scispace.com/pdf/five-essays-on-the-effect-of-ip-infringement-on-management-2kv0jb64e8.pdf","Counterfeits and replacement products (CRP) pose a serious threat to the appropriability of innovation rents on the one and for the sustainable revenue management for innovative companies on the other hand. While the effect of counterfeits and replacement products for consumer goods have been a research topic for years, the effect on industry goods remains unclear. This paper aims at closing this gap: using evidence from case interviews, I analyze whether industry goods of German engineering companies are exposed to counterfeits and replacement products. Furthermore, I investigate the influence on innovation activities within the firms. Results show that industry goods are affected by counterfeits and replacement products while companies’ reactions and evaluation of the risks posed by this issue differ. Especially the shortening of product life cycles by counterfeits and replacement products and its impact on the companies’ revenue management opens interesting avenues for further research. A first model to depict the driving factors for CRP and the moderating factors for different reactions towards CRP is derived.","In this paper, the authors analyzed whether industry goods of German engineering companies are exposed to counterfeits and replacement products, and investigated the influence of counterfeits on innovation activities within the firms."
"Reverse Engineering in Support of Litigation: Experiences in an Adversarial Environment","https://scispace.com/paper/reverse-engineering-in-support-of-litigation-experiences-in-3l9j6oc5p4","2006","Proceedings Article","Working Conference on Reverse Engineering","A. Cox
T. Smedley","10.1109/WCRE.2006.49","","In this report, we detail our experiences in performing a reverse engineering task in an adversarial environment. When source code developers are required by law, but not by spirit, to permit their code to be reverse engineered, several factors increase in significance. Specifically, when examining source code to detect patent infringement on behalf of a plaintiff, examiners face a more challenging situation due to the actions of the defendants. We describe our experiences in such a situation and document the factors that aided and impeded the process.","The experiences of examiners in performing a reverse engineering task in an adversarial environment are described and the factors that aided and impeded the process are documented."
"Relationship of Weak Modularity and Intellectual Property Rights for Software Products","https://scispace.com/paper/relationship-of-weak-modularity-and-intellectual-property-11hzk5f998","2018","Book Chapter","International Symposium on Distributed Computing","Stefan Kambiz Behfar
Qumars Behfar","10.1007/978-3-319-99698-1_19","","There are very few studies in the literature regarding the impact of modularity on intellectual property rights, which refer to modularity of underlying products to capture value within firms. This paper brings together theory of software modularity from computer science and Intellectual Property (IP) rights from management literature in order to address the question of value appropriation for IP rights within software products. It defines the term of intellectual property associated with software products or platforms as opposed to the term of intellectual property used within particular firms serving as a source of economic rent. It initially discusses the concepts behind usage of modularity as a means to protect IP rights and explain differences of organization and product modularity, while rendering calculation for probability of imitation for weak modular systems. It investigates threat of imitation; where the main contribution of this paper is to provide a systematic analysis of value appropriation in weak modular systems by introducing a relationship between probability of imitation and module interdependency.","The main contribution of this paper is to provide a systematic analysis of value appropriation in weak modular systems by introducing a relationship between probability of imitation and module interdependency."
"Metrics for Evaluating and Optimizing the Barrier and Time to Reverse Engineer a Product","https://scispace.com/paper/metrics-for-evaluating-and-optimizing-the-barrier-and-time-3amnuhsgiv","2009","Proceedings Article","","Stephen P. Harston
Christopher A. Mattson","10.1115/DETC2009-86781","","Reverse engineering, defined as extracting information about a product from the product itself, is a common industry practice for gaining insight into innovative products. Both the original designer and those reverse engineering the original design can benefit from estimating the time and barrier to reverse engineer a product. This paper presents a set of metrics and parameters that can be used to calculate the barrier to reverse engineer any product as well as the time required to do so. To the original designer, these numerical representations of the barrier and time can be used to strategically identify and improve product characteristics so as to increase the difficulty and time to reverse engineer them. As the metrics and parameters developed in this paper are quantitative in nature, they can also be used in conjunction with numerical optimization techniques, thereby enabling products to be developed with a maximum reverse engineering barrier and time — at a minimum development cost. On the other hand, these quantitative measures enable competitors who reverse engineer original designs to focus their efforts on products that will result in the greatest return on investment.Copyright © 2009 by ASME","In this article, the authors present a set of metrics and parameters that can be used to calculate the barrier to reverse engineer any product as well as the time required to do so."
