"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"The Effectiveness of Secrecy As An Appropriation Mechanism Evidence From The Uniform Trade Secrets Act","https://scispace.com/paper/the-effectiveness-of-secrecy-as-an-appropriation-mechanism-veorlzu7ix","2019","Journal Article","Social Science Research Network","Yohan Choi
Jeffrey Q. Barden
Sam Yul Cho
Jonathan D. Arthurs","10.2139/SSRN.3344021","","Although the study of appropriability has received substantial attention in strategy literature, little is known about how trade secrecy as appropriation mechanism affects firm R&D productivity, let alone under what conditions the effect of trade secrecy on firm R&D productivity is more or less pronounced. Thus, this study examines how and when trade secrecy improves firm R&D productivity. Using a natural experiment provided by the staggered implementation of trade secret law – Uniform Trade Secrets Act - and using a difference-in-differences approach, we find that the stronger trade secret protection positively affects firm R&D productivity. We also find that the positive effect of stronger trade secret protection on firm R&D productivity is less pronounced for firms possessing a larger number of patents while the effect is more pronounced for firms investing into more downstream complementary assets. We further find that the positive effect of strong trade secret protection on firm R&D productivity is more pronounced in complex technology industries relative to discrete technology industries and the positive effect is also more pronounced in highly concentrated industries.","In this article, the authors examine how and when trade secrecy improves firm R&D productivity and find that the positive effect of strong trade secret protection is more pronounced in complex technology industries relative to discrete technology industries."
"The More Things Change: Improvement Patents, Drug Modifications, and the FDA","https://scispace.com/paper/the-more-things-change-improvement-patents-drug-4tgostdwc3","2018","Journal Article","Iowa Law Review","Dmitry Karshtedt","","https://scispace.com/pdf/the-more-things-change-improvement-patents-drug-4tgostdwc3.pdf","Pharmaceutical companies often replace prescription drugs that are already on the market with modified versions that have the same active pharmaceutical ingredient. On the surface, such activity seems benign and perhaps even salutary. Nonetheless, antitrust litigation has revealed that firms sometimes modify existing drugs not because new formulations would demonstrably improve health outcomes, but principally because so-called secondary patents covering the new version of the drug enable them to maintain some effective market power over the active ingredient for which original, primary patent protection has expired. This “product hopping” strategy runs counter to the goal of the legislative framework for regulating branded and generic drug approvals, which is to create appropriate incentives for discoveries that elevate the quality of patient care and human health by providing a period of reward for the brand followed by timely and effectual generic entry. 

In this Article, I explain that the rules and institutions involved in determining the validity of patents on chemical inventions, certain features of drug regulation under the Federal Food, Drug, and Cosmetic Act, and unique market forces in the pharmaceutical sector combine to allow strategic product hopping. To address this problem, I propose a novel regulatory scheme that would empower the Food and Drug Administration (“FDA”) to induce pharmaceutical companies to generate comparative data indicative of therapeutic distinctiveness between related forms of small-molecule drugs. I explain that the FDA is institutionally well-positioned to serve as an information intermediary that can help increase transparency with respect to drug changes, and show that the relevant disclosures can be presented in a manner that is useful to patients, prescribers, and payers. The proposed framework would then enable these market participants to identify and reject strategic drug product changes, reducing the manufacturer’s incentive to pursue such modifications. Ultimately, the FDA’s new authority for comparative data development could lead to improvements in patient care and promote downstream clinical research based on scientific evidence gathered under the directives of the proposed scheme.","In this paper, the authors proposed a regulatory scheme that would empower the Food and Drug Administration to induce pharmaceutical companies to generate comparative data indicative of therapeutic distinctiveness between related forms of small-molecule drugs."
"Proprietary Knowledge Protection and Product Market Performance","https://scispace.com/paper/proprietary-knowledge-protection-and-product-market-1ri5rzbk","2022","Journal Article","Journal of Financial and Quantitative Analysis","Justin H. Nguyen
Peter Parham
Buhui Qiu","10.1017/s0022109022001247","https://scispace.com/pdf/proprietary-knowledge-protection-and-product-market-1ri5rzbk.pdf","Abstract Does proprietary knowledge protection (PKP) spur or hinder the product-market performance of new firms? Exploiting the staggered adoptions of the inevitable disclosure doctrine by U.S. State Courts, which enhance PKP, we show that treated firms increase industry-adjusted sales growth by 2% compared to control firms. The effect is concentrated among small and young firms and increases with the scope of proprietary knowledge and rivals’ access to external finance. PKP encourages firms to develop new products and stimulates initial public offering activity. Our results suggest that PKP alleviates predation risk associated with “deep-pocket” rivals by allowing firms to maintain competitive advantages.",""
"Good Manufacturing Practices (GMP) / Good Laboratory Practices (GLP) Review and Applicability for Chemical Security Enhancements","https://scispace.com/paper/good-manufacturing-practices-gmp-good-laboratory-practices-46mqsu3yqi","2014","Report","","Steven W. Iveson","10.2172/1259847","","Global chemical security has been enhanced through the determined use and integration of both voluntary and legislated standards. Many popular standards contain components that specifically detail requirements for the security of materials, facilities and other vital assets. In this document we examine the roll of quality management standards and how they affect the security culture within the institutions that adopt these standards in order to conduct business within the international market place. Good manufacturing practices and good laboratory practices are two of a number of quality management systems that have been adopted as law in many nations. These standards are designed to protect the quality of drugs, medicines, foods and analytical test results in order to provide the world-wide consumer with safe and affective products for consumption. These standards provide no established security protocols and yet manage to increase the security of chemicals, materials, facilities and the supply chain via the effective and complete control over the manufacturing, the global supply chains and testing processes. We discuss the means through which these systems enhance security and how nations can further improve these systems with additional regulations that deal specifically with security in the realm of these management systems. We conclude with a discussion of new technologies that may cause disruption within the industries covered by these standards and how these issues might be addressed in order to maintain or increase the level of security within the industries and nations that have adopted these standards.","The roll of quality management standards and how they affect the security culture within the institutions that adopt these standards in order to conduct business within the international market place is examined in this paper, where the authors discuss the means through which these systems enhance security and how nations can further improve these systems with additional regulations that deal specifically with security in the realm of these management systems."
"Intellectual property considerations","https://scispace.com/paper/intellectual-property-considerations-2yebdma1sy","2017","Book Chapter","","Brent Batzer
Joseph Cwik
George Carrera","10.1016/B978-0-12-802780-6.00006-7","","This chapter discusses intellectual property (IP), including discussion of patents, trademarks, copyright, and trade secrets. An overview of each is presented, along with key considerations for developing an IP portfolio, protecting IP assets including enforcement of rights, and defending against potential IP infringement claims.","An overview of patent, trademark, copyright, and trade secrets can be found in this paper, along with key considerations for developing an IP portfolio, protecting IP assets including enforcement of rights, and defending against potential IP infringement claims."
"The Piranha Solution: Monitoring and Protection of Proprietary System Intangible Assets","https://scispace.com/paper/the-piranha-solution-monitoring-and-protection-of-1729tvcyz0","2017","Journal Article","Information Systems Education Journal","Christine Ladwig
Dana Schwieger
Donald Clayton","","https://scispace.com/pdf/the-piranha-solution-monitoring-and-protection-of-1729tvcyz0.pdf","The Piranha Solution® is a complex and valuable integrated chemical supply inventory management system protected as a trade secret by its asset holder, the Confluence Corporation. The Piranha program is the lifeblood of the corporation’s growth and success in the chemical supply industry. A common definition of trade secret is “any information you don’t want your competitors to have,” and this statement couldn’t be truer for the much sought after Piranha Solution®. The advantage of a trade secret is the potential to keep unique details of an invention a secret forever, as opposed to alternative protections such as a patent, which require public disclosure. But in order to retain assets as trade secrets, the holding company must take “reasonable steps” to insure the security and secrecy of undisclosed, unique details. These steps for Intellectual property security inevitably include a computer and information system component, especially when the asset is digital, as is the case with the Piranha Solution®. In this case, while Confluence Corporation appropriately focuses on, and continuously monitors for, external threats to the Piranha Solution®, internal threats that may compromise the system are largely ignored. Failure to take proper precautions to protect their assets, a not uncommon business scenario, will ultimately be disastrous for the company. How to identify and avoid missing these important issues, and what reasonable steps may be taken to protect corporate intangible assets, is the focus of this case study based on actual events known to the authors.","The Piranha Solution is a complex and valuable integrated chemical supply inventory management system protected as a trade secret by its asset holder, the Confluence Corporation as discussed by the authors, which is the lifeblood of the corporation's growth and success in the chemical supply industry."
"Patents, Data Exclusivity, and the Development of New Drugs","https://scispace.com/paper/patents-data-exclusivity-and-the-development-of-new-drugs-o4a3y2z8fi","2019","Journal Article","Social Science Research Network","Fabian Gaessler
Stefan Wagner","10.2139/SSRN.3401226","https://scispace.com/pdf/patents-data-exclusivity-and-the-development-of-new-drugs-o4a3y2z8fi.pdf","Pharmaceutical firms typically enjoy market exclusivity for new drugs from concurrent protection of the underlying invention (through patents) and the clinical trials data submitted for market approval (through data exclusivity). Patent invalidation during drug development renders data exclusivity the sole source of protection and shifts the period of market exclusivity at the project level. Patent invalidation therefore constitutes a natural experiment that allows us to causally identify how the duration of market exclusivity affects firms' incentives to innovate. In instrumental variables regressions we quantify the effect of a one-year reduction in expected market exclusivity on the likelihood of drug commercialization. We provide first estimates of the responsiveness of R&D investments to market exclusivity expectations and hereby inform the ongoing policy debate on the regulation of intellectual property rights in the pharmaceutical industry.","In this article, the authors quantify the effect of patent invalidation on the likelihood of drug commercialization and provide first estimates of the responsiveness of R&D investments to market exclusivity expectations and inform the ongoing policy debate on the regulation of intellectual property rights in the pharmaceutical industry."
"The Importance of Trade Secrecy: Evidence from Civil Litigation","https://scispace.com/paper/the-importance-of-trade-secrecy-evidence-from-civil-5gnh8i0b1d","1999","Posted Content","Social Science Research Network","Josh Lerner
Josh Lerner","","","This paper examines the importance of trade secrecy relative to other forms of intellectual property protection for a sample of 530 manufacturing firms. I identify all litigation involving these firms in the federal and state judicial districts encompassing their headquarters over a four-and-a-half year period. I find that trade secret disputes are commonplace, representing 43% of the intellectual property litigation. Cases litigated by smaller firms disproportionately involve trade secrets, suggesting that this source of intellectual property protection is more critical to these companies. This result is consistent with view that less established firms employ trade secrecy because the direct and indirect costs of patenting are too large. The analysis also suggests that previous studies of the relationship between firm size and the number of patents and public announcements of innovations may understate the contribution of small firms.","In this paper, the authors examined the importance of trade secrecy relative to other forms of intellectual property protection for a sample of 530 manufacturing firms and found that trade secret disputes are commonplace, representing 43% of the intellectual property litigation."
"Polymorphs and Prodrugs and Salts (Oh My!): An Empirical Analysis of 'Secondary' Pharmaceutical Patents","https://scispace.com/paper/polymorphs-and-prodrugs-and-salts-oh-my-an-empirical-1wa50oyyki","2012","Posted Content","Social Science Research Network","Amy Kapczynski
Chan Park
Bhaven N. Sampat","","https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID2195626_code462513.pdf?abstractid=2191728&mirid=4","While there has been much discussion by policymakers and stakeholders about the effects of “secondary patents” on the pharmaceutical industry, there is no empirical evidence on their prevalence or determinants. Characterizing the landscape of secondary patents is important in light of recent court decisions in the U.S. that may make them more difficult to obtain, and for developing countries considering restrictions on secondary patents. We read the claims of the 1304 Orange Book listed patents on all new molecular entities approved in the U.S. between 1988 and 2005, and coded the patents as including chemical compound claims (claims covering the active molecule itself) and/or one of several types of secondary claims. We distinguish between patents with any secondary claims, and those with only secondary claims and no chemical compound claims (“independent” secondary patents). We find that secondary claims are common in the pharmaceutical industry. We also show that independent secondary patents tend to be filed and issued later than chemical compound patents, and are also more likely to be filed after the drug is approved. When present, independent formulation patents add an average of 6.5 years of patent life (95% C.I.: 5.9 to 7.3 years), independent method of use patents add 7.4 years (95% C.I.: 6.4 to 8.4 years), and independent patents on polymorphs, isomers, prodrug, ester, and/or salt claims add 6.3 years (95% C.I.: 5.3 to 7.3 years). We also provide evidence that late-filed independent secondary patents are more common for higher sales drugs. Policies and court decisions affecting secondary patenting are likely to have a significant impact on the pharmaceutical industry. Secondary patents provide substantial additional patent life in the pharmaceutical industry, at least nominally. Evidence that they are also more common for best-selling drugs is consistent with accounts of active “life cycle management” or “evergreening” of patent portfolios in the industry.","It is found that secondary claims are common in the pharmaceutical industry, and that they are also more common for best-selling drugs, consistent with accounts of active “life cycle management” or “evergreening” of patent portfolios in the industry."
"RATs, TRAPs, and Trade Secrets","https://scispace.com/paper/rats-traps-and-trade-secrets-425jevj1m5","2016","Journal Article","Boston College Law Review","Elizabeth A. Rowe","","https://scispace.com/pdf/rats-traps-and-trade-secrets-425jevj1m5.pdf","INTRODUCTIONTrade secrets are arguably more important to companies now than ever before in our history In fact, since the most recent revisions to our patent laws, many believe that trade secrets might be even more important than patents1 Accordingly, the theftof trade secrets or trade secret misappropriation from company employees and from outsiders, such as competitors and foreign gov-ernments, is on the rise Facilitating that ascent is technology We live in a world where the most sensitive proprietary information can be carried on a mobile device in one's pocket or stored without a device ""in the cloud"" 2 Alt-hough technology has made it easy to store vast amounts of data constituting trade secret information electronically, the Internet and the rise of cyber intru-sions into computer systems and networks have created a stormperfectly ripe for corporate espionage and trade secret misappropriation3 ThisArticle refers to that type of activity as cyber misappropriationCorporate espionage, particularly from foreign countries, is a significant problem for US companies, with some even characterizing it as a war But the true extent of the problem is unclear Although some believe it is on the scale of warfare, others are more skeptical4 Because the figures are difficult to veri-fy, they might be exaggerated5 The rhetoric may also be hyperbolic Neverthe-less, we know that corporate espionage and the theftof trade secrets from American companies is a problem and will continue to be one The list of companies that have been affected by trade secret misappropriation, either in-ternally from employees or externally from hackers, is striking6 Given the in-tangible nature in which trade secrets exist today, it comes as no surprise that these digital threats are so pervasive7What makes the problem so urgent, elusive, and significant is that we do not appear to have any effective judicial or legislative tools with which to ad-dress it8 Rather, it presents peculiar challenges for which our existing legal and regulatory framework is not well suited Although trade secret misappro-priation occurring within the United States and involving known offenders, such as employees, can be redressed in civil litigation, the same is not true for cyber misappropriation that originates abroad 9 Of particular concern, and the focus of this Article, are the types of cases that involve unknown or anony-mous offenders, who may or may not be in the United States, and who steal trade secrets through hacking or other breaches of cybersecurity that involve remote access tools (""RATs"") A RAT can remotely control a victim's comput-er and access their files10 Accessing targets remotely without needing to be on the same premises has opened up the world of potential perpetrators and sets up an unwieldy cat and mouse gameThe challenges in this area demonstrate how advances in technology have far outpaced the law Indeed, it may always be that the law will never be suffi-ciently nimble to adapt to and keep pace with the cyber world Effectively ad-dressing cyber misappropriation requires a holistic approach that must involve self-help on the part of trade secret holders Reliance on the government, law enforcement, criminal laws, and other legal and judicial remedies have not been successful, and it is unlikely that, standing alone, they ever will beThe Article begins in Part I by briefly framing the foreign economic espi-onage problem11 Part II reviews the current legislative remedies available un-der both the Economic Espionage Act and the Computer Fraud and Abuse Act for addressing cyber misappropriation, and explains why the technological landscape makes them ineffective12 Part III then discusses the war rhetoric that often surrounds cyberattacks and the forces that threaten to make this nar-rative counterproductive13 In Part IV, the Article critically explores an ap-proach focused more on self-help and self-defense, integrating both technolog-ical and human considerations …","In this article, the authors focus on the types of cases that involve unknown or anonymous offenders, who may or may not be in the United States, and who steal trade secrets through hacking or other breaches of cybersecurity that involve Remote Access Tools (""RATs"") A RAT can remotely control a victim's comput-er and access their files."
"The Impending Merger of the Inevitable Disclosure Doctrine and Negative Trade Secrets: Is Trade Secrets Law Headed the Right Direction?","https://scispace.com/paper/the-impending-merger-of-the-inevitable-disclosure-doctrine-2678x6b6yc","2000","Journal Article","The Journal of Corporation Law","Nathan Hamler","","","I INTRODUCTION Over the last fifty years, intellectual property rights and, specifically, the law of trade secrets, have become increasingly important One of the principal catalysts for the ascending importance of trade secrets law is the rapid innovation in technology that our society has experienced; technology-based assets have become vitally important to a significant number of corporations and other business entities1 Edmund W Kitch ably captured the importance of the information age as a catalyst to spur the expansion of trade secrets protection: ""In the information age, rights in information are as important a component of the asset base of the successful corporation as are rights in tangible property""2 Courts have also noted the important role that technology has assumed in bringing trade secrets law into the spotlight3 As the law of trade secrets has increased in importance, it has simultaneously undergone many substantive changes and the scope of protection afforded by trade secrets doctrines has gradually expanded A prime example of the rapid change in this area of the law lies in the definition of ""trade secrets"" This term has been given three distinct definitions in three different model codes over the last fifty years4 The shifting definition of trade secrets is only one example, albeit a significant one, of the active and changing nature of this area of law While there are a large number of unsettled and changing areas in trade secrets law, two recent developments in particular have played a role in dramatically altering the landscape of protection afforded by this area of law; namely, the inevitable disclosure doctrine and the concept of negative trade secrets The inevitable disclosure doctrine, which gained prominence in PepsiCo, Inc v Redmond,5 posits that ""an employee who has been exposed to her employer's trade secrets will inevitably disclose or use those secrets in the course of her new employment, and therefore should be enjoined from working for her former employer's competitors""6 Since the PepsiCo decision in 1995, a large number of courts have issued injunctions against employees based on this theory7 The second development is the increasing acceptance by the legal community of the concept of negative trade secrets A ""negative trade secret"" is a term of art describing an employee's knowledge of dead-ends, or ""knowledge that a certain process or method does not work,""8 which the employee typically has gained through research and development efforts While the move towards protection of these negative trade secrets has not been nearly as pronounced and widespread as the inevitable disclosure doctrine, there is authority suggesting that negative trade secrets are gaining favor and that employers are enjoying protection of such trade secrets9 When the inevitable disclosure doctrine and the concept of negative trade secrets cross paths, a curious combination results As this Note will show, courts have been willing to enjoin employees from working for a competitor on a theory of inevitable disclosure and have also shown some willingness to protect negative trade secrets10 The following question ""inevitably"" arises: Will courts take the next step and enjoin an employee whom the court believes will inevitably disclose her former employer's negative trade secrets by going to work for a competitor? Logically, the answer to this question is yes; a court can enjoin an employee to prevent the inevitable disclosure of negative trade secrets Such a result raises serious policy concerns, and if this is indeed the direction that trade secrets law is headed, these concerns must be addressed before the full force of such a merger is felt This Note examines the concern, largely in breadth or scope, raised by the inevitable merger of these two subsets of trade secrets law As a preliminary matter, the necessary stage must be set for analysis of this merger by exploring the definition of trade secrets and by analyzing the numerous policy considerations that inform the law of trade secrets …","In this paper, the authors examined the effect of the inevitable disclosure doctrine and negative trade secrets on the evolution of the law of trade secrets and the role of technology-based assets in trade secrets protection."
"Polymorphs and prodrugs and salts (oh my!): an empirical analysis of ""secondary"" pharmaceutical patents.","https://scispace.com/paper/polymorphs-and-prodrugs-and-salts-oh-my-an-empirical-1k0kzfm0hu","2012","Journal Article","PLOS ONE","Amy Kapczynski
Chan Park
Bhaven N. Sampat","10.1371/JOURNAL.PONE.0049470","https://scispace.com/pdf/polymorphs-and-prodrugs-and-salts-oh-my-an-empirical-1k0kzfm0hu.pdf","Background 
While there has been much discussion by policymakers and stakeholders about the effects of “secondary patents” on the pharmaceutical industry, there is no empirical evidence on their prevalence or determinants. Characterizing the landscape of secondary patents is important in light of recent court decisions in the U.S. that may make them more difficult to obtain, and for developing countries considering restrictions on secondary patents.


Methodology/Principal Findings 
We read the claims of the 1304 Orange Book listed patents on all new molecular entities approved in the U.S. between 1988 and 2005, and coded the patents as including chemical compound claims (claims covering the active molecule itself) and/or one of several types of secondary claims. We distinguish between patents with any secondary claims, and those with only secondary claims and no chemical compound claims (“independent” secondary patents).

We find that secondary claims are common in the pharmaceutical industry. We also show that independent secondary patents tend to be filed and issued later than chemical compound patents, and are also more likely to be filed after the drug is approved. When present, independent formulation patents add an average of 6.5 years of patent life (95% C.I.: 5.9 to 7.3 years), independent method of use patents add 7.4 years (95% C.I.: 6.4 to 8.4 years), and independent patents on polymorphs, isomers, prodrug, ester, and/or salt claims add 6.3 years (95% C.I.: 5.3 to 7.3 years). We also provide evidence that late-filed independent secondary patents are more common for higher sales drugs.


Conclusions/Significance 
Policies and court decisions affecting secondary patenting are likely to have a significant impact on the pharmaceutical industry. Secondary patents provide substantial additional patent life in the pharmaceutical industry, at least nominally. Evidence that they are also more common for best-selling drugs is consistent with accounts of active “life cycle management” or “evergreening” of patent portfolios in the industry.","The authors of as discussed by the authors found that secondary claims are common in the pharmaceutical industry and that independent secondary patents tend to be filed and issued later than chemical compound claims, and are also more likely to be file after the drug is approved."
"Safeguarding proprietary information in the supply chain and relationship‐specific investments","https://scispace.com/paper/safeguarding-proprietary-information-in-the-supply-chain-and-o8kaokvgie","2024","Journal Article","The Financial Review","In Ji Jang
Kristina Minnick
Alok Nemani","10.1111/fire.12391","","We examine whether the risk of losing proprietary information through the supply chain affects relationship‐specific investment (RSI) decisions by supply chain partners. Using state courts' staggered adoption of the Inevitable Disclosure Doctrine (IDD) as a shock to the firm's ability to protect proprietary information, we find that customers increase RSI when their supplier is headquartered in a state that adopts IDD. The effect is more substantial for customers who face a higher risk of losing proprietary information and with suppliers that are difficult to substitute. IDD also plays a more prominent role in the absence of alternate mechanisms that reduce contracting frictions, such as shared directors, common ownership, or joint ventures. Our results are robust to using cross‐citation measures of RSI and alternative estimations that mitigate potential biases arising from the staggered difference‐in‐difference approach. Our findings suggest that proprietary information protection enables firms to reduce contracting frictions arising in supply chain relations.","The risk of losing proprietary information through the supply chain affects relationship‐specific investment decisions by supply chain partners."
"Issue Analysis on 'Trade Secret Claim' in ""Chemicals Control Act"" and ""Amendment on Occupational Safety and Health Act(1917-227)""","https://scispace.com/paper/issue-analysis-on-trade-secret-claim-in-chemicals-control-2j3psnrwrh","2015","Journal Article","","Shinbum Kim
Yun Keun Lee
Youngeun Choi","10.15269/JKSOEH.2015.25.4.433","https://scispace.com/pdf/issue-analysis-on-trade-secret-claim-in-chemicals-control-2j3psnrwrh.pdf","Objectives: The major objectives of this study are to review the issues surrounding trade secret claims in the Chemicals Control Act and Amendment on Occupational Safety and Health Act(1917-227) and to propose a way of improving the reliability of chemical information in MSDSs, labels and National Chemical Survey results. Materials: To review the issues on trade secret claims, we made an analysis frame which was divided into three steps: Value and Problem Recognition; New Regulation Design; and Enforcement and Amendment. We then compared Korean issues with issues from the United States’ Hazard Communication Standard and Emergency Planning & Community Right-to-Know Act, Canada’s Workplace Hazardous Materials Information System and Hazardous Materials Information Review Act and the European Union’s Regulation on Classification, Labelling and Packaging of substances and Mixtures. Results: The stage of right-to-know development in Korea has passed the Value and Problem Recognition phase, so efforts are needed to elaborately design new regulation. Conclusions: We recommend two ways to improve right-to-know in Korea. First, strict examination of the quality of documents for trade secret claims is very important. Second, trade secrets should be limited to less-hazardous substances.","The stage of right-to-know development in Korea has passed the Value and Problem Recognition phase, so efforts are needed to elaborately design new regulation, and strict examination of the quality of documents for trade secret claims is very important."
"Ensuring Know-how Protection in Production","https://scispace.com/paper/ensuring-know-how-protection-in-production-19j08b1gdf","2015","","","Journal Ijmer
Schuh Günther
Kreimeier Matthias","10.6084/M9.FIGSHARE.1289286.V1","https://scispace.com/pdf/ensuring-know-how-protection-in-production-19j08b1gdf.pdf","The procedure for developing effective knowledge protection in production includes three essential elements. After the identification of critical damage scenarios, appropriate safeguards should be researched and/ or developed. A reassessment of damage scenarios while taking the developed protective measures into consideration then forms the basis for establishing a plan of action and the development of further protective measures. The implementation and periodic review of the effectiveness of protective measures can then be carried out. Figure 1shows the entire procedure with further sub-steps in accordance with the process proposed Aabstract: While many different product protection measures have been developed and established in recent years, there is still a great risk posed by the leakage of knowledge in production. These risks are often downplayed by companies, although they directly relate to their own production and engineering know-how. The various company-specific protection measures in production span a wide range, and they can be applied both to production relocation (e.g. to China) and to existing facilities. A systematic approach for identifying critical damage scenarios, and the methodically supported development and selection of individual protection measures are required for effective protection of critical company know-how in production.","In this article, the authors proposed a procedure for developing effective knowledge protection in production, which includes three essential elements: identification of critical damage scenarios, appropriate safeguards should be researched and/or developed."
"Novelty and Scope of Innovation in Manufacturing: The Role of Related and Unrelated Production Experience","https://scispace.com/paper/novelty-and-scope-of-innovation-in-manufacturing-the-role-of-5eo9mxfyh7","2020","Journal Article","Social Science Research Network","Ivan Lugovoi
Dimitrios Andritsos
Claire Senot","10.2139/SSRN.3554718","","In manufacturing, the accumulation of experience that occurs with production is likely to impact an organization's ability to innovate However, how different types of experience may relate to the characteristics of an organization's innovation output is an open question In this study we investigate how a firm's accumulated related and unrelated manufacturing experiences are associated with this firm's ability to innovate its production methods We choose as our context the manufacturing of active pharmaceutical ingredients (APIs) for anti-cancer drugs that have lost product-patent protection This allows us to examine our research question in a multi-product and multi-firm longitudinal setting To characterize firms' innovation output we observe their portfolios of patented manufacturing inventions, which we qualitatively evaluate over time (through a unique collaboration with expert patent attorneys) along two critical dimensions: novelty and scope We find that experience with manufacturing related products is associated with a decrease in the novelty and an increase in the scope of the manufacturing methods that a firm develops and patents for a focal product Conversely, experience with manufacturing unrelated products is associated with an increase in a focal product's patents' novelty and a decrease in its patents' scope This simultaneous consideration of both novelty and scope allows us to demonstrate how different types of experience may enhance one dimension of innovation while hurting another, and helps to reconcile conflicting conceptual arguments that have been presented in the literature Our findings provide practical guidance regarding how managers might want to structure their firms' product portfolios and the longitudinal effect of their choices on their firm's intellectual property","In this paper, the authors investigate how a firm's accumulated related and unrelated manufacturing experiences are associated with this firm's ability to innovate its production methods and find that experience with manufacturing related products is associated with a decrease in the novelty and an increase in the scope of the manufacturing methods that a firm develops and patents for a focal product Conversely, experience with making unrelated products was associated with an increase of a focal products' patents' novelty and a decrease of its patents' scope."
"Protection Against Industrial Espionage","https://scispace.com/paper/protection-against-industrial-espionage-49zhuwb71e","2016","Book Chapter","","Iosif Androulidakis
Fragkiskos – Emmanouil Kioupakis","10.1007/978-3-319-28666-2_7","","In the last chapter of the book, we will be discussing the aspect of protection against industrial espionage and counter-espionage methods both on the technical and the nontechnical level. At the same time, we will be examining the protection options that patents and trade secret safeguarding can offer. The book concludes with presenting the methodology for detecting interceptions along with guidelines for selecting the appropriate contractors for that process.","The book concludes with presenting the methodology for detecting interceptions along with guidelines for selecting the appropriate contractors for that process."
"Enhanced Information Disclosure and Drug Development: Evidence from Mandatory Reporting of Clinical Trials","https://scispace.com/paper/enhanced-information-disclosure-and-drug-development-tf4n82golfgp","","","","Po-Hsuan Hsu
Kyungran Lee
Katie Moon
Seungjoon Oh","10.26226/morressier.5f0c7d3058e581e69b05d0d9","","Using Section 801 of the Food and Drug Administration Amendments Act of 2007 (FDAAA) that requires drug developers to disclose clinical trial plans and detailed study results publicly, we provide novel evidence for the effect of information disclosure on drug development.We find suspensions increase significantly in industry-sponsored clinical trials after the FDAAA.This effect has a causal interpretation based on a difference-in-differences analysis that exploits the disclosure requirement imposed by the International Committee of Medical Journal Editors (ICMJE) before the FDAAA.Further evidence supports peer learning as a mechanism for the increased suspensions after the FDAAA.Finally, we analyze the social welfare implications of enhanced information disclosure; while the FDAAA helps improve drug quality, it leads to more suspensions of potential new drugs that could have reduced mortality and morbidity.","This study examines the impact of mandatory clinical trial disclosure on drug development, finding increased suspensions in industry-sponsored trials after the FDAAA, with evidence supporting peer learning as a mechanism and improved drug quality as a social welfare implication."
"Separation of R&amp;D Processes in a Biopharmaceutical R&amp;D","https://scispace.com/paper/separation-of-r-d-processes-in-a-biopharmaceutical-r-d-6be58q9lh93y","","","","Toshikazu Miyashige
Atsushi Fujii","10.36334/modsim.2017.e2.miyashige","","This paper describes the R&D productivity of a biopharmaceutical company, with emphasis on separation of the research and development processes.Many previous studies focus pharmaceutical R&D, but they focus low-molecular compound drug only.The pharmaceutical R&D can be divided into the research and the development processes.The research process is the process to seek a NCEs (New Chemical Entities) or NBEs (New Biological Entities) candidate protected by patents.On the other hand, the development process makes one of the NCEs or NBEs into a new drug.For this reason, we analyze not only the research process but also the development process.The estimation results for low-molecular compound drug R&D are summarized as follows: (i) The research process shows decreasing returns to R&D investment scale, but the development process shows increasing returns; (ii) The empirical effect of patents on the number of new drug is not significant.After the 2000s, most of the profit of the pharmaceutical companies is gained by biotech new drugs.We employ Amgen Inc. as an example of an independent biologic pharmaceutical company.We measured the research process output in terms of patents on underlying core technology, and the development process output in terms of patents concerning manufacturing or marketing final product.By regression analysis and case study method, we obtain three implications that contrast with previous results from chemical synthesis pharmaceutical companies: (i) Economies of scale may exist in both research and development processes; (ii) Persistency is more markedly seen in the development process than in the research process; (iii) Research and development processes tends to diverge.","This study examines biopharmaceutical R&D productivity, separating research and development processes, and finds economies of scale in both, with persistency more pronounced in development, and research and development processes diverging over time."
"A Hidden Threat","https://scispace.com/paper/a-hidden-threat-cmdv0cbmgpv9","","","","Tim Bandos","10.12968/s2514-9768(22)90218-2","","Manufacturing is a prime target for cyber criminals, but companies can employ a range of methods to protect themselves and their IP","Manufacturing companies are vulnerable to cyber threats, but can mitigate risks by employing various protection methods, safeguarding intellectual property and adopting robust cybersecurity measures to prevent data breaches and intellectual property theft."
