"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Law and Innovation: Evidence from State Trade Secrets Laws","https://scispace.com/paper/law-and-innovation-evidence-from-state-trade-secrets-laws-1dz49v7lmj","2012","Journal Article","Social Science Research Network","Ivan P. L. Png","10.2139/SSRN.1755284","https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID2091017_code142709.pdf?abstractid=1755284&mirid=1&type=2","Here, I study the effect of trade secrets laws on R&D and patenting. Stronger secrecy protection could increase or reduce R&D. By reducing spillovers, stronger protection might reduce or raise the return to R&D, depending on whether spillover and own R&D are complements or substitutes. By strengthening appropriability, stronger protection would raise the return to R&D. Empirically, I find a nuanced relation between changes in trade secrets law and R&D among U.S. manufacturers between 1976 and 2006. The relation increased with company size, as measured by sales revenue, and was present among high-tech companies, but not among low-tech companies. The increase in trade secrets protection in California between 1978-84 and 1990-98 was, for the average company in the respective industry, associated with 4.9% less R&D in industrial inorganic chemicals (SIC 2810), a low technology industry, and 14.8% more R&D in pharmaceuticals (SIC 2834), a high technology industry. Further, I find that stronger trade secrets law was associated with reduced patenting, suggesting that trade secrets and patents served as substitutes.","In this article, the effect of trade secrets laws on R&D and patenting was studied and it was found that stronger trade secrets law was associated with reduced patenting, suggesting that trade secrets and patents served as substitutes."
"US intellectual property law and its impact on business: Recent developments and trends","https://scispace.com/paper/us-intellectual-property-law-and-its-impact-on-business-r7fvgyhoafd5","2024","Journal Article","International Journal of Science and Research Archive","Geraldine O. Mbah","10.30574/ijsra.2024.13.2.2575","","Recent developments in United States intellectual property (IP) law have significant implications for businesses, shaping innovation, competition, and market dynamics. Intellectual property rights (IPRs), including patents, trademarks, copyrights, and trade secrets, are pivotal to safeguarding innovation and fostering economic growth. Recent legislative and judicial changes reflect an ongoing evolution in IP protections, addressing emerging challenges such as technological advancements, digital transformation, and globalized trade. The America Invents Act (AIA) continues to influence patent filing and litigation strategies, while decisions by the Supreme Court and Federal Circuit courts reshape patent eligibility and fair use doctrines. Businesses face new complexities in balancing protection with innovation, particularly in areas such as artificial intelligence (AI), biotechnology, and e-commerce. Furthermore, the shift toward globalization necessitates alignment with international IP frameworks, compelling businesses to navigate cross-border enforcement challenges and harmonize strategies. The Digital Millennium Copyright Act (DMCA) and evolving interpretations of the Lanham Act highlight the role of US law in adapting to digital disruptions and brand protection in a data-driven economy. Trade secrets are increasingly emphasized, as reflected in the Defend Trade Secrets Act (DTSA), offering enhanced federal protections to combat cyber theft and misappropriation. This review critically examines these legal trends, their business implications, and strategies for compliance and competitive advantage. By exploring case studies and regulatory shifts, it provides insights for business leaders, legal professionals, and policymakers. The study concludes with recommendations for leveraging IP law to foster innovation, mitigate legal risks, and sustain long-term business growth in a competitive landscape. ","US intellectual property law undergoes significant changes, influencing business innovation, competition, and market dynamics, with recent legislative and judicial updates addressing technological advancements, digital transformation, and globalization, presenting new complexities and opportunities for businesses."
"The choice between formal and informal intellectual property: A review","https://scispace.com/paper/the-choice-between-formal-and-informal-intellectual-property-42abpfqahl","2014","Posted Content","Research Papers in Economics","Bronwyn H. Hall
Christian Helmers
Mark Rogers","","","We survey the economic literature, both theoretical and empirical, on the choice of intellectual property protection by firms. Our focus is on the trade-offs between using patents and disclosing versus the use of secrecy, although we also look briefly at the use of other means of formal intellectual property protection.","In this paper, the authors survey the economic literature on the trade-offs between using patents and disclosing versus the use of secrecy, although they also look briefly at other means of formal intellectual property protection."
"Patent Management Throughout the Innovation Life Cycle","https://scispace.com/paper/patent-management-throughout-the-innovation-life-cycle-1jikfg4x0u","2016","Book Chapter","","Martin A. Bader
Oliver Gassmann","10.1002/9783527693405.CH21","","Effectively managing and optimizing the value of a patent portfolio is a major challenge for many firms, especially those in knowledge intensive industries such as the pharmaceutical, biotechnological, and chemical industries. However, insights in effective patent portfolio strategies are rare. In this chapter we investigate how firms successfully manage and optimize their patent portfolios to increase their overall competitiveness. We find that successful patent portfolio management is rooted in managing the patents throughout the innovation life cycle. Based on the findings of ten case studies, we derive a holistic patent life cycle management model that reflects five distinctive phases of patent management: exploration, generation, protection, optimization, and decline. We conclude with commentary about how our findings can be used in practice.","In this paper, the authors derive a holistic patent life cycle management model that reflects five distinctive phases of patent management: exploration, generation, protection, optimization, and decline, and conclude that successful patent portfolio management is rooted in managing the patents throughout the innovation life cycle."
"Strategizing patent portfolio management","https://scispace.com/paper/strategizing-patent-portfolio-management-52jiuri2u0","2023","Book Chapter","","Simone Frattasi
Jessica Sze Yin Ho","10.4337/9781035317981.00007","","Chapter 2 explores the importance of aligning patent strategy, and in turn patent portfolio strategy, with the company’s overall R&D and business strategies. It highlights that a standalone patent portfolio strategy that is not aligned with the company’s business strategy will not add any value to the company. Therefore, it is crucial to develop a patent portfolio strategy that supports the company’s objectives. To begin developing a patent portfolio strategy, the chapter suggests conducting an IP SWOT analysis. This analysis helps identify the company’s strengths, weaknesses, opportunities, and threats related to its intellectual property. Through this analysis, the company can define its current patent strategy position and determine its desired patent strategy position. The chapter outlines three main patent strategy positions: PROTECT, EXCHANGE, and MONETIZE. The PROTECT position focuses on protecting the company’s competitive advantage by securing its patent rights. The EXCHANGE position emphasizes collaboration and focuses on building partnerships through IP-centred agreements. The MONETIZE position focuses on generating additional revenue streams by monetizing patents. The chapter also includes a case study of a smartphone manufacturer to demonstrate how to define patent portfolio measures that align with business goals. ","Align patent portfolio strategy with company's R&D and business strategies to add value. Conduct IP SWOT analysis to identify strengths, weaknesses, opportunities, and threats related to intellectual property. Define desired patent strategy position based on analysis and choose between PROTECT, EXCHANGE, or MONETIZE positions."
"Patent Management by Industry","https://scispace.com/paper/patent-management-by-industry-ufpg15lozc","2021","Book Chapter","","Oliver Gassmann
Martin A. Bader
Mark James Thompson","10.1007/978-3-030-59009-3_6","","Successful patent management differs from industry to industry. This chapter provides examples from the pharmaceutical, chemical, crop-science, life-science, and consumer goods industries, as well as from electrical engineering and telecommunications, automotive and mechanical engineering, nanotechnology, computer science, financial services and fintech, and the transport and logistics industries. It delves into the peculiarities of each of these sectors and looks at what conventions are used around patenting. While doing so, case studies illustrate the industry-specific characteristics of patent management in each domain, also touching specifics with regard to Start-ups and SMEs.","In this paper, the authors provide examples from the pharmaceutical, chemical, crop-science, life-science and consumer goods industries, as well as from electrical engineering and telecommunications, automotive and mechanical engineering, nanotechnology, computer science, financial services and fintech, and the transport and logistics industries."
"The Piranha Solution: Monitoring and Protection of Proprietary System Intangible Assets","https://scispace.com/paper/the-piranha-solution-monitoring-and-protection-of-1729tvcyz0","2017","Journal Article","Information Systems Education Journal","Christine Ladwig
Dana Schwieger
Donald Clayton","","https://scispace.com/pdf/the-piranha-solution-monitoring-and-protection-of-1729tvcyz0.pdf","The Piranha Solution® is a complex and valuable integrated chemical supply inventory management system protected as a trade secret by its asset holder, the Confluence Corporation. The Piranha program is the lifeblood of the corporation’s growth and success in the chemical supply industry. A common definition of trade secret is “any information you don’t want your competitors to have,” and this statement couldn’t be truer for the much sought after Piranha Solution®. The advantage of a trade secret is the potential to keep unique details of an invention a secret forever, as opposed to alternative protections such as a patent, which require public disclosure. But in order to retain assets as trade secrets, the holding company must take “reasonable steps” to insure the security and secrecy of undisclosed, unique details. These steps for Intellectual property security inevitably include a computer and information system component, especially when the asset is digital, as is the case with the Piranha Solution®. In this case, while Confluence Corporation appropriately focuses on, and continuously monitors for, external threats to the Piranha Solution®, internal threats that may compromise the system are largely ignored. Failure to take proper precautions to protect their assets, a not uncommon business scenario, will ultimately be disastrous for the company. How to identify and avoid missing these important issues, and what reasonable steps may be taken to protect corporate intangible assets, is the focus of this case study based on actual events known to the authors.","The Piranha Solution is a complex and valuable integrated chemical supply inventory management system protected as a trade secret by its asset holder, the Confluence Corporation as discussed by the authors, which is the lifeblood of the corporation's growth and success in the chemical supply industry."
"Is Silence Golden? Patents versus Secrecy at the Firm Level","https://scispace.com/paper/is-silence-golden-patents-versus-secrecy-at-the-firm-level-gqab7sw4go","2004","Posted Content","Research Papers in Economics","Katrin Hussinger","","","In the 1990s, patenting schemes changed in many respects: upcoming new technologies accelerated the shift from price competition towards competition based on technical inventions, a worldwide surge in patenting took place, and the ?patent thicket? arose as a consequence of strategic patenting. This study analyzes the importance of patenting versus secrecy as an effective alternative to protect intellectual property in the inventions? market phase. The sales figure with new products is introduced as a new measure for the importance of IP protection tools among product innovating firms. Focusing on the German manufacturing in 2000, it turns out that patents are important to protect intellectual property in the market, whereas secrecy seems to be rather important for early-stage inventions.","In this article, the authors analyzed the importance of patenting versus secrecy as an effective alternative to protect intellectual property in the patent market phase, focusing on the German manufacturing in 2000 and found that patents are important to protect Intellectual Property in the market, whereas secrecy seems to be rather important for early stage inventions."
"Patent or padlock : Patents and trade secrets form the heart of an effective IP strategy","https://scispace.com/paper/patent-or-padlock-patents-and-trade-secrets-form-the-heart-37xbfhohuk","2007","Journal Article","Biopharm International","John M. Garvey
Andrew S. Baluch","","","A typical ife sciences company probably keeps more than two-thirds of its proprietary information in the form of trade secrets.","A typical ife sciences company probably keeps more than two-thirds of its proprietary information in the form of trade secrets as discussed by the authors, which is a significant amount of information to share."
"Is silence golden? patents versus secrecy at the firm level","https://scispace.com/paper/is-silence-golden-patents-versus-secrecy-at-the-firm-level-2am031phe7","2006","Journal Article","Economics of Innovation and New Technology","Katrin Hussinger","10.1080/10438590500510467","https://scispace.com/pdf/is-silence-golden-patents-versus-secrecy-at-the-firm-level-2am031phe7.pdf","In the 1990s, patenting schemes changed in many respects: upcoming new technologies accelerated the shift from price competition towards competition based on technical inventions, a worldwide surge in patenting took place, and the ""patent thicket"" arose as a consequence of strategic patenting. This study analyzes the importance of patenting versus secrecy as an effective alternative to protect intellectual property in the inventions' market phase. The sales figure with new products is introduced as a new measure for the importance of IP protection tools among product innovating firms. Focusing on the German manufacturing in 2000, it turns out that patents are important to protect intellectual property in the market, whereas secrecy seems to be rather important for early-stage inventions.","In this paper, the authors analyzed the importance of patenting versus secrecy as an effective alternative to protect intellectual property in the early stage of a product's market phase, focusing on the German manufacturing in 2000."
"Determinants the use of trade secrets: strategic aspects","https://scispace.com/paper/determinants-the-use-of-trade-secrets-strategic-aspects-eb5gx8nbsu2p","2024","Journal Article","","Kornilova Iryna
Pryimak Vasyl","10.5281/zenodo.10461521","","The research is devoted to studying the theoretical aspects of the problem of substantiation of the trade secret strategy. The article proves the importance of trade secrets in the context of formation of the knowledge economy, intensification of innovative development as a tool for ensuring competitive advantages of innovative organizations. The determinants of the choice of trade secrets as a form of protection and commercialization of intellectual property results are highlighted, including through the prism of comparison with patenting. Attention is focused on the organic combination and complementarity of various protection strategies depending on a specific combination of factors of influence. ",""
"Why Do Startups Use Trade Secrets","https://scispace.com/paper/why-do-startups-use-trade-secrets-2ueu829ebo","2019","Journal Article","Notre Dame Law Review","David S. Levine
Ted M. Sichelman","","https://scispace.com/pdf/why-do-startups-use-trade-secrets-2ueu829ebo.pdf","Empirical studies of the use of trade secrecy are scant, and those focusing on startups, non-existent. In this paper, we present the first set of data — drawn from the Berkeley Patent Survey — on the use of trade secrets by U.S. startup companies in the software, biotechnology, medical device, and hardware industries. Specifically, we report on the prevalence of trade secrecy usage among startups. Additionally, we assess the importance of trade secrets in relation to other forms of intellectual property protection and barriers to entry, such as patents, copyrights, first-mover advantage, and complementary assets. We segment these results by a variety of factors, including industry, company business model, overall revenue, patenting propensity, funding sources, innovation types, and licensing. From this segmentation, we implement a basic regression model and report on those factors showing a statistically significant relationship in the use of trade secrets by startups. Our results point to three major findings. First, trade secrecy serves other important aims aside from first-mover advantage. Second, trade secrets may act both as economic complements and substitutes to patenting. Third, trade secrets may serve as important strategic assets, functioning much in the same manner as patents in terms of licensing and setting the boundaries of the firm.","In this article, the authors present the first set of data drawn from the Berkeley Patent Survey on the use of trade secrets by U.S. startup companies in the software, biotechnology, medical device, and hardware industries."
"Why Do Startups Use Trade Secrets","https://scispace.com/paper/why-do-startups-use-trade-secrets-5nzcjhqztq","2018","Journal Article","Social Science Research Network","David S. Levine
David S. Levine
Ted M. Sichelman","10.2139/SSRN.3166834","https://scispace.com/pdf/why-do-startups-use-trade-secrets-5nzcjhqztq.pdf","Empirical studies of the use of trade secrecy are scant, and those focusing on startups, non-existent. In this paper, we present the first set of data — drawn from the Berkeley Patent Survey — on the use of trade secrets by U.S. startup companies in the software, biotechnology, medical device, and hardware industries. Specifically, we report on the prevalence of trade secrecy usage among startups. Additionally, we assess the importance of trade secrets in relation to other forms of intellectual property protection and barriers to entry, such as patents, copyrights, first-mover advantage, and complementary assets. We segment these results by a variety of factors, including industry, company business model, overall revenue, patenting propensity, funding sources, innovation types, and licensing. From this segmentation, we implement a basic regression model and report on those factors showing a statistically significant relationship in the use of trade secrets by startups. Our results point to three major findings. First, trade secrecy serves other important aims aside from first-mover advantage. Second, trade secrets may act both as economic complements and substitutes to patenting. Third, trade secrets may serve as important strategic assets, functioning much in the same manner as patents in terms of licensing and setting the boundaries of the firm.","In this article, the authors present the first set of data drawn from the Berkeley Patent Survey on the use of trade secrets by U.S. startup companies in the software, biotechnology, medical device, and hardware industries."
"Patent search in strategic decisions making of company","https://scispace.com/paper/patent-search-in-strategic-decisions-making-of-company-4066d68hge","2019","Book Chapter","","H. V. Makhova
V. Y. Vostriakova
O. V. Vostriakov","10.36059/978-966-397-163-6/179-196","https://scispace.com/pdf/patent-search-in-strategic-decisions-making-of-company-4066d68hge.pdf","INTRODUCTION Modern companies act in specific conditions that create new requirements for their efficient function. Powerful manufacturing facilities or raw material advantages have long been insufficient to provide competitive advantages. Intangible assets of the company, such as trademarks, patents, goodwill, and know-how become more and more important. Character of intangible assets differs significantly in different industries such as their influence on business models of companies. But share of intangible assets in forming of companies’ income achieves 30-40 %. For example, in area of food, beverages and tobacco product income share of intangible assets is 31 %, in petroleum products – 42.1 %, pharmaceutical products – 34.7 %, printing products – 27.1 %. 1","In this paper, the share of intangible assets in forming of companies' income achieves 30-40 % in different industries such as food, beverages and tobacco product income share of the intangible assets."
"The Corporate Preference for Trade Secret","https://scispace.com/paper/the-corporate-preference-for-trade-secret-2g2ioxepc6","2013","Posted Content","Social Science Research Network","Andrew A. Schwartz","","","Many inventions can be legally protected either by patent or by trade secrecy, and a conventional wisdom exists on how to select between them. This Article adds to that literature by showing that corporations should have an inherent preference for trade secret over patent for reasons relating to their legal form. Among them is the idea that corporations are perpetual entities and therefore perfectly suited to reap the perpetual returns that only a trade secret can offer. The Article also addresses the potential for a conflict between the inherent corporate preference for trade secret and the preferences of corporate managers, who may prefer patent for reasons of their own.","In this paper, it was shown that corporations should have an inherent preference for trade secret over patent for reasons relating to their legal form, and that corporations are perpetual entities and therefore perfectly suited to reap the perpetual returns that only a trade secret can offer."
"How to create commercial value from patents: the role of patent management","https://scispace.com/paper/how-to-create-commercial-value-from-patents-the-role-of-2u2jppaczh","2016","Journal Article","R & D Management","Holger Ernst
James G. Conley
Nils Omland","10.1111/RADM.12210","https://papers.ssrn.com/sol3/Delivery.cfm/RADM_RADM12210.pdf?abstractid=2815229&mirid=2","This article examines the relationship between patent management and indicators of a firm's financial and patenting performance. The empirical analyses are based on a sample of 158 technology-based firms from the United States and Germany across multiple industries. The results show that two important dimensions of patent management, specifically patent protection management and patent information management, are positively correlated with a firm's level of financial profitability and the strategic and financial impact of its patent portfolio. This implies that patent protection and information management are important managerial capabilities of the firm that determine the level of value it can create from patents. We further find that a firm's technology strategy moderates the relationship between patent protection management and firm performance; it does, however, not moderate the relationship between patent information management and firm performance. Hence, the effectiveness of certain managerial capabilities on value creation from patents are contingent upon specific boundary conditions. Our findings have implications for improving firm performance through patent management.","In this paper, the authors examined the relationship between patent management and indicators of a firm's financial and patenting performance and found that patent protection and information management are important managerial capabilities of the firm that determine the level of value it can create from patents."
"The Corporate Preference for Trade Secret","https://scispace.com/paper/the-corporate-preference-for-trade-secret-1n6gob1g0l","2013","Journal Article","The Ohio State Law Journal","Andrew A. Schwartz","","https://scispace.com/pdf/the-corporate-preference-for-trade-secret-1n6gob1g0l.pdf","Many inventions can be legally protected either by patent or by trade secrecy, and a conventional wisdom exists on how to select between them. This Article adds to that literature by showing that corporations should have an inherent preference for trade secret over patent for reasons relating to their legal form. Among them is the idea that corporations are perpetual entities and therefore perfectly suited to reap the perpetual returns that only a trade secret can offer. The Article also addresses the potential for a conflict between the inherent corporate preference for trade secret and the preferences of corporate managers, who may prefer patent for reasons of their own.","In this article, it was shown that corporations should have an inherent preference for trade secret over patent for reasons relating to their legal form, and that corporations are perpetual entities and therefore perfectly suited to reap the perpetual returns that only a trade secret can offer."
"Trade secret protection and product market dynamics","https://scispace.com/paper/trade-secret-protection-and-product-market-dynamics-1rvfbk5k83","2023","Journal Article","Journal of Corporate Finance","Daniel Bradley
Xiaojing Yuan
Chi Zhang","10.1016/j.jcorpfin.2023.102470","","We exploit the staggered state-level enactment of the Uniform Trade Secret Act (UTSA) to examine the impact of intellectual property (IP) protection on product market dynamics. We find that UTSA-impacted firms shift their IP strategy to rely more on trade secrets and less on patents. Less IP disclosure increases information asymmetry and rival firms must adapt their competitive strategies as espionage and reverse engineering become more costly. Predation risk increases, and rivals engage in more intense price and non-price competition. Additionally, we find the probability of being acquired increases post-UTSA as rivals seek to acquire innovation, resulting in more concentrated product markets. Further, we find that the stock market generally views UTSA favorably. ","This study examines the impact of the Uniform Trade Secret Act on product market dynamics, finding that firms shift to trade secrets, increasing information asymmetry, predation risk, and rival competition, leading to more concentrated markets and favorable stock market views."
"Actively Keeping Secrets from Creditors: Evidence from The Uniform Trade Secrets Act","https://scispace.com/paper/actively-keeping-secrets-from-creditors-evidence-from-the-207x4xdrqf","2020","Journal Article","Social Science Research Network","Scott B. Guernsey
Kose John
Lubomir P. Litov
Lubomir P. Litov","10.2139/SSRN.3063466","","We find that an increase in a firm’s incentives to use trade secrets to protect its intellectual property results in a more actively managed capital structure. Exploiting U.S. states’ adoption of the Uniform Trade Secrets Act as a positive “shock” in the protection afforded to trade secrets, we find that firms covered by the Act reduce debt levels while increasing investments in intangibles. Additional tests suggest that firms fund these financing and investment activities by issuing more equity. Consistent with an increase in overall intangibility magnifying contracting problems with creditors, we find that covered firms experience higher costs of debt.","In this paper, the authors find that an increase in a firm's incentives to use trade secrets to protect its intellectual property results in a more actively managed capital structure, and that covered firms experience higher costs of debt."
"The role of patents and secrecy for intellectual property protection: theory and evidence","https://scispace.com/paper/the-role-of-patents-and-secrecy-for-intellectual-property-57uvr4bwfm","2012","Posted Content","Research Papers in Economics","Malte Mosel","","https://scispace.com/pdf/the-role-of-patents-and-secrecy-for-intellectual-property-57uvr4bwfm.pdf","Traditionally patents are seen as the gold standard for intellectual property protection. But, in line with empirical findings that secrecy is considered more important for appropriating returns, recent theories predict that firms keep their most important inventions secret. This article reconciles both opposing views in a unifying framework, accounting for the main aspects causing the discrepancy: imperfect protection, patenting costs, and simultaneous innovations. Theoretical results on the relation between patenting and innovation size are then confronted with survey data for small European firms. Using a binary size measure, we find strong support for the traditional view that firms patent their most important innovations, but a continuous size measure reveals an inverted-U relation between patenting and size, as predicted by the unifying framework.","In this article, the authors reconciled both opposing views in a unifying framework, accounting for the main aspects causing the discrepancy: imperfect protection, patenting costs, and simultaneous innovations."
"The patent management trichotomy: patenting, publishing, and secrecy","https://scispace.com/paper/the-patent-management-trichotomy-patenting-publishing-and-50nryi1hg1","2017","Journal Article","Management Decision","Marcus Holgersson
Martin W. Wallin","10.1108/MD-03-2016-0172","https://publications.lib.chalmers.se/records/fulltext/245926/local_245926.pdf","Purpose




Extant research and practice of patent management are often occupied with how to best utilize patenting as a source of competitive advantage. The purpose of this paper is to suggest a patent management trichotomy where firms make strategic decisions between patenting, publishing, and secrecy.




Design/methodology/approach




The paper is conceptual in nature and draws on received IP management literature to develop an analytical framework.




Findings




The authors suggest that the choice between patenting, publishing, and secrecy can be understood in terms of differences in the degree to which the firm can appropriate value from the invention and the degree to which it can operate freely.




Originality/value




Through an analysis along the dimensions of direct and indirect appropriation as well as static and dynamic freedom to operate, the paper conceptualizes the choice between patenting, publishing, and secrecy in a way useful for managers as well as for academics.","In this paper, the authors suggest that the choice between patenting, publishing, and secrecy can be understood in terms of differences in the degree to which the firm can appropriate value from the invention and the degree of freedom to operate freely."
"From R&D/Technology Management to IP/IC Management","https://scispace.com/paper/from-r-d-technology-management-to-ip-ic-management-138r7dcstr","2004","Book Chapter","","Ove Granstrand","10.1057/9780230512771_9","","The emergence of the pro-patent era in the US in the 1980s is symptomatic of a transition towards intellectual capitalism. As a consequence IP issues have entered the agendas of strategic management in industry at large, while previously handled by specialists in the periphery of management attention. As a result there are often missing links between IP strategies and business strategies. This chapter presents a conceptual framework for IP strategies, technology strategies and business strategies which can be used to link these levels of strategic management. In particular the chapter illustrates various patent strategies in technology space and over time, together with some results from a study of corporate practices in Japan. Finally, the chapter introduces the wider notions of multiprotection and total IP strategies as an approach to analysing all elements of a business and how to match them properly with all available IPR types. The ultimate function of strategic management of IP is then to build up the total value of an IP portfolio as part of the company’s intellectual capital. For this purpose, distributed intellectual capital management is proposed, requiring in turn a closer integration of technology, law and economics.","In this paper, the authors present a conceptual framework for IP strategies, technology strategies and business strategies which can be used to link these levels of strategic management, and introduce the wider notions of multiprotection and total IP strategies as an approach to analysing all elements of a business and how to match them properly with all available IPR types."
"Patent Portfolio Race and Secrecy","https://scispace.com/paper/patent-portfolio-race-and-secrecy-3d285fq3ln","2008","Posted Content","Research Papers in Economics","Illoong Kwon","","","When firms can protect their innovations by secrecy or lead-time, the additional effect of patent protection is not obvious. This paper shows that when firms compete for a single innovation, patent protection still increases R&D investment but decreases social welfare due to over-investment. However, when firms compete for multiple complementary patents (called a patent portfolio), patent protection decreases R&D investment and decreases social welfare due to under-investment. If firms cannot rely on secrecy, patent protection increases investment regardless of whether firms compete for a single patent or for a patent portfolio.","In this article, the authors show that when firms compete for a single innovation, patent protection still increases R&D investment but decreases social welfare due to over-investment, while when companies compete for multiple complementary patents (called a patent portfolio), patent protection decreases R&DI investment and decreases social benefits due to under-investments."
"Developing an Effective Strategy for Managing Intellectual Assets","https://scispace.com/paper/developing-an-effective-strategy-for-managing-intellectual-vmf1usze1p","2005","Journal Article","Research-technology Management","John C. Tao
Joseph Daniele
Edward Hummel
David Goldheim
Gene Slowinski","10.1080/08956308.2005.11657295","","Here's how leading firms strategically organize their patents, copyrights, know-how, and other intangibles so as to extract value well beyond that created by utilizing the technology in their own products and services OVERVIEW: Although many companies today are exploring ways to extract value from their patent portfolios, most use ad hoc approaches that are inefficient and lead to disappointing results Leading firms, on the other hand, take a proactive approach and systematically tie their intellectual asset management strategy to the core strategies of the firm A study of more than 70 firms illuminates two key aspects of this approach: how to strategically organize the firm's intellectual asset portfolio and how to extract value from that portfolio This article describes how firms strategically organize their intellectual assets to maximize their value to the firm A subsequent article will describe specific methods firms use to extract value from their intellectual asset portfolio KEY CONCEPTS: intellectual asset management, strategy, technology valuation A fundamental change is taking place in the way executives look at extracting value from their patent portfolios Gone are the days when firms used patents mainly to protect their freedom to operate Today, the patent portfolio is a growth engine Intellectual asset managers have taken on the role of profit center, complete with revenue targets and profit/loss responsibility As the chief technology officer of a major firm explained, ""My CEO got the message; IBM earns over $1 billion a year out-licensing technology"" This is a radical change Patents are actively managed as corporate assets, both as ""carrots"" that generate licensing revenue from willing licensees and as ""sticks"" that extract royalties from infringing competitors The purpose of this article is to provide senior technology executives with recommendations on planning and implementing a licensing program for revenue generation Our goal is not to define ""best practices"" because a set of practices that works well in one firm may not work in another Rather, we will describe a set of ""current good practices"" that seem to work well in a lot of firms These firms have transformed their intellectual asset (IA) portfolio into value well beyond the value created by utilizing that technology in the firm's products and services To understand how firms successfully extract value from their IA portfolio, discussions and interviews were conducted with more than 70 representatives of Industrial Research Institute member companies Participants represented a cross section of industry sectors, including consumer products, life sciences, oil & gas, chemicals, pulp & paper, control systems, defense/aerospace, computer hardware and software, and electronics Each was selected because its organization has extensive experience in licensing and technology commercialization The results of this study fall into two general areas: 1) how to strategically organize assets, and 2) specific methods for extracting value We have split the discussion of these two general areas into two articles; this first one deals with strategic alignment and asset management Defining Intellectual Assets Intellectual assets are intangible and fundamentally different from tangible assets such as capital equipment, buildings and financial resources IA consist of patents, copyrights, trademarks, domain names, and trade secrets, as well as know-how and the related processes and protocols associated with production and delivery of goods and services As shown in Figure 1, IA fall into two broad categories: the legally protected assets, such as patents, and the assets like know-how that are closely held in the minds of individuals and groups When knowhow-based assets are codified or reduced to paper, they can be legally protected (trade secrets), but most knowhow resides in the special knowledge of individuals …","In this paper, the authors describe how leading firms strategically organize their patents, copyrights, know-how, and other intangibles so as to extract value well beyond that created by utilizing the technology in their own products and services."
"The Choice Between Patent Protection and Trade Secret Protection: A Legal and Business Decision","https://scispace.com/paper/the-choice-between-patent-protection-and-trade-secret-1si0r2vsxf","2002","Posted Content","Social Science Research Network","Andrew Beckerman-Rodau","","http://www.lawprofessor.org/resources/pdf/articles/jptos.pdf","Patent and trade secret law can be viewed as alternative bodies of law for protecting certain types of inventions. Consequently, an inventor will often have to make a choice or election between the type of protection to rely on. This election must be based on considering both the legal consequences that flow from the choice and the relevant business considerations that must be factored into the choice. Part I of this article will discuss the scope of patentable subject matter; Part II will discuss the scope of subject matter protectible via trade secret law. Part III will then address the legal and business considerations related to choosing between reliance on patent or trade secret law when the relevant subject matter is potentially protectible by either body of law.","In this article, the legal and business considerations related to choosing between reliance on patent or trade secret law when the relevant subject matter is potentially protectible by either body of law are discussed. But they do not consider the impact on the patent application."
"Trade Secrets Laws and Inventory Efficiency: Empirical Evidence from U.S. Manufacturing","https://scispace.com/paper/trade-secrets-laws-and-inventory-efficiency-empirical-jf3uag09lr","2012","Journal Article","Social Science Research Network","Jie Gong
Ivan P. L. Png","10.2139/SSRN.2102304","","Here, we investigate the impact of differences over time and across states in the law of trade secrets on the efficiency of production in manufacturing, as represented by inventories. We find that stronger trade secrets protection was associated with lower inventories: a one standard deviation increase in the index of trade secrets law was associated with inventories being 1.6% lower. Consistent with economies of scale in inventories, the effect of trade secrets protection was increasing in company size, as measured by sales.","This article investigated the impact of differences over time and across states in the law of trade secrets on the efficiency of production in manufacturing, as represented by inventories, and found that stronger trade secrets protection was associated with lower inventories."
"Patents and Trade Secrets","https://scispace.com/paper/patents-and-trade-secrets-37hskcnk","2023","Book Chapter","","David Monniaux","10.1093/oso/9780192844477.003.0003","","Abstract This chapter discusses how patents and trade secrecy represent alternative legal mechanisms for the protection of the results of innovative technical research. Patents provide the holder with a term of absolute exclusivity over the use of the claimed innovation, while trade secrecy offers more informal means of protection. The chapter covers the issues of overlap between patents and trade secrecy, which presents an assumption that there is a choice between two regimes. The court often views the two regimes as complementary with the willingness to recognize that most pre-patenting uses of confidentiality and trade secrecy should not jeopardize patenting. The chapter then explicates how international intellectual property obligations recognize the parallel roles for confidentiality or trade secrecy and patents. It elaborates on how trade secrecy and patents can be deployed. ","In this paper , the authors discuss how patents and trade secrecy represent alternative legal mechanisms for the protection of the results of innovative technical research, and how international intellectual property obligations recognize the parallel roles for confidentiality or trade secrecy and patents."
"SME Case Studies on IP Strategy and IP Management — Releasing Untapped Value","https://scispace.com/paper/sme-case-studies-on-ip-strategy-and-ip-management-releasing-1d5wp1tio6","2017","Posted Content","Social Science Research Network","Thomas Bereuter
Yann Ménière
Ilja Rudyk","","","This article introduces the SME case studies which are the focus of this special issue. It provides an overview of the companies involved, and looks at the main conclusions drawn by the studies on how to address the common challenges of IP strategy and management faced by SMEs. It also gives trainers suggestions on how to integrate the case studies into their training offer.","In this paper, the authors introduce the SME case studies which are the focus of this special issue, and provide an overview of the companies involved, and look at the main conclusions drawn by the studies on how to address the common challenges of IP strategy and management faced by SMEs."
