"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Innovation and Intellectual Property: Strategic IP Management and Economics of Technology","https://scispace.com/paper/innovation-and-intellectual-property-strategic-ip-management-1sbqniitks","2012","Journal Article","Social Science Research Network","Marcus Holgersson","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on strategic patent management and open innovation; lacks direct patent‑vs‑trade‑secret comparison, concrete company case on that choice, or detailed factual scenarios.","Innovations and technological developments have been recognized for their central importance for economic success and growth at least since the 1930s. Intellectual property (IP) and intellectual property rights (IPRs), such as patents, trade secret rights, and copyrights, have during more recent decades caught increasing attention, and, mainly due to various developments at macro level, IP has become an important source of competitive advantage at micro level in many industries. This has led to an increased importance of strategic IP management, and the related research field has been growing since the late 1990s. This thesis aims to contribute to this growing field, and the first purpose of this thesis is to explore and explain strategic and innovation related IP management practices, and the managerial and economic consequences of such practices. Apart from the growing importance of IP management in general, an increased focus on open and collaborative approaches for creating innovations has led to a need for new and adapted IP management skills. The second purpose of this thesis is therefore to develop managerial and economic frameworks, models, and tools to be used in the intersection between IP management and open innovation practices. These purposes are addressed in a cover paper and six appended research papers of theoretical/conceptual as well as of empirical nature, being based on interviews, questionnaires, patent statistics, and document studies.

In connection to the first purpose the results show that, while many small firms have problems with properly benefitting from the patent system, large firms have increasingly developed their IP strategies, especially their patent strategies. The purpose is then not only to appropriate monopolistic returns from innovations but also to govern various forms of open innovation. Large firms were found to in a first step increase their patenting (in terms of quantity), and in a second step focus more on selective, quality-oriented, and internationalized patenting. Additional results show that the internationalization leads to a convergence in managerial choices of output markets for patenting worldwide, in parallel with market and technology diversification. Further, a case from mobile telecommunications illustrates the role of IP management in the governance of open innovation systems. Finally, two cases from the automotive industry illustrate the IP-related problems that arise in connection to divestments and other types of disintegrations (‘IP disassembly problems’), and how IP management can mitigate them.

This leads to the second purpose, related to the development of models, tools, and frameworks for IP management in relation to open innovation. First, the thesis provides a conceptual framework of innovation openness, especially pinpointing the role of IPRs. This framework emphasizes three key dimensions of innovation openness: resource distribution, technology governance, and technology accessibility. Second, a framework for managing the IP disassembly problem is presented, enabling increased exit opportunities and decreased transaction costs. Third, a method for determining fair, reasonable, and non-discriminatory royalties in licensing collaborations is developed, applicable to multilateral licensing deals.

It stands clear that contemporary IP management is not (and has never been) only about maximizing excludability. Strategic IP management must therefore be developed and integrated with technology and corporate management in order to foster success at the micro level of firms, and thereby also at macro level. Developments in IP management skills (e.g., sourcing, control, commercialization, licensing, valuation, pricing) and IP contracts will then most likely lead to increased efficiency of interorganizational technological relationships and quasi-integrated organizational forms, and thereby also to increased innovativeness and economic development."
"Unveiling the Veil: A Distinctive Approach to Analysing Trade Secrets and Patents","https://scispace.com/paper/unveiling-the-veil-a-distinctive-approach-to-analysing-trade-59qn7d0vaw93","2024","Repository","","","10.5281/zenodo.10790381","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses interdisciplinary discussion to compare trade secrets and patents conceptually, but lacks concrete decision criteria, real‑company data, and detailed factual context.","A distinctive approach to the analysis of trade secrets and patents is taken, aiming to shed light on the complexities and nuances of these two distinct yet interconnected forms of intellectual property protection. Peeling back the layers of conventional wisdom and delving into the intricate dynamics between trade secrets and patents uncovers novel insights that challenge traditional perceptions and offer a fresh perspective on their roles in fostering innovation and safeguarding competitive advantage. Acknowledging the historical and legal foundations of trade secrets and patents recognizes their respective contributions to innovation and knowledge dissemination. However, it goes beyond these familiar narratives to delve into the hidden intersections, untapped synergies, and potential for convergence between these protection mechanisms. Taking an interdisciplinary approach, the paper weaves together strands from law, economics, technology, and business strategy. It explores how technological advancements have reshaped the landscape of intellectual property protection, blurring the lines between secrecy and disclosure in ways previously unexplored. By embracing the potential symbiosis between both forms of protection, businesses may unlock new avenues for innovation and differentiation while navigating the legal and ethical considerations that arise from such a novel perspective and unveiling the veil that shrouds trade secrets and patents, this paper offers a distinctive lens through which to perceive their intricate relationship, fostering an enriched discourse that stands at the intersection of tradition and innovation. "
"Intellectual Property Protection and Financial Markets: Patenting versus Secrecy","https://scispace.com/paper/intellectual-property-protection-and-financial-markets-440555df20","2021","Journal Article","Review of Finance","Nishant Dass
Vikram K. Nanda
Haemin Dennis Park
Steven Chong Xiao","10.1093/ROF/RFAA033","https://scispace.com/pdf/intellectual-property-protection-and-financial-markets-440555df20.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Compares patent vs secrecy effects on market outcomes, but lacks firm‑level decision analysis, concrete company data, and detailed factual scenario.","Firms rely on patenting and trade secrecy to protect their intellectual property. We study how changes in the trade-off between patenting and secrecy affect firms’ stock liquidity and financing outcomes. We show that an international trade agreement (TRIPS) that strengthened patent protection led to a 10.2% increase in patenting, accompanied by a 14.0%–27.1% improvement in stock liquidity for firms in patent-reliant industries. This in turn allows the affected firms to increase equity financing by 1.9% and reduce leverage by 5.9%. Our results suggest that policies that promote use of patenting over secrecy can reduce informational frictions in equity markets."
"Cyberbiosecurity in Advanced Manufacturing Models.","https://scispace.com/paper/cyberbiosecurity-in-advanced-manufacturing-models-4y06sycvq5","2019","Journal Article","Frontiers in Bioengineering and Biotechnology","Donovan Guttieres
Shannon Stewart
Jacqueline Wolfrum
Stacy L. Springs","10.3389/FBIOE.2019.00210","https://scispace.com/pdf/cyberbiosecurity-in-advanced-manufacturing-models-4y06sycvq5.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on cyberbiosecurity risks in biomanufacturing, not on patent vs. trade‑secret decisions, empirical IP case studies, or detailed IP protection scenarios.","Cybersecurity for the production of safe and effective biopharmaceuticals requires the attention of multiple stakeholders, including industry, governments, and healthcare providers. Cyberbiosecurity breaches could directly impact patients, from compromised data privacy to disruptions in production that jeopardize global pandemic response. Maintaining cybersecurity in the modern economy, where advanced manufacturing technologies and digital strategies are becoming the norm, is a significant challenge. Here, we highlight vulnerabilities in present and future biomanufacturing paradigms given the dependence of this industry sector on proprietary intellectual property, cyber-physical systems, and government-regulated production environments, as well as movement toward advanced manufacturing models. Specifically, we (1) present an analysis of digital information flow in a typical biopharmaceutical manufacturing value chain; (2) consider the potential cyberbiosecurity risks that might emerge from advanced manufacturing models such as continuous and distributed systems; and (3) provide recommendations for risk mitigation. While advanced manufacturing models hold the potential for reducing costs and increasing access to more personalized therapies, the evolving landscape of the biopharmaceutical enterprise has led to growing concerns over potential cyber attacks. Gaining better foresight on potential risks is key for implementing proactive defensive principles, framing new developments, and establishing a permanent security culture that adapts to new challenges while maintaining the transparency required for regulated production of safe and effective medicines."
"Intellectual Fortress: Mastering IP Law Strategies","https://scispace.com/paper/intellectual-fortress-mastering-ip-law-strategies-1ecrcwf9pw","2024","Book Chapter","","Murali Krishna Pasupuleti","10.62311/nesx/97898","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides broad IP strategy overview without specific patent‑vs‑trade‑secret comparison, real‑company data, or detailed factual scenarios; lacks the empirical depth required.","Abstract: In an era marked by rapid technological advancements and increasingly competitive global markets, intellectual property (IP) has emerged as a critical asset for businesses and individuals alike. The ability to effectively navigate IP law is not merely advantageous—it's essential for protecting innovations, maintaining competitive advantage, and fostering sustainable growth. ""Intellectual Fortress: Mastering IP Law Strategies"" provides a comprehensive guide to understanding and implementing effective IP strategies. This chapter begins by laying the foundational knowledge of IP rights, including patents, copyrights, trademarks, and trade secrets. It then explores strategic IP planning, emphasizing the integration of IP considerations into overall business strategy and product development from the outset. Detailed guidance on patent strategy, copyright and trademark best practices, and the protection of trade secrets is provided to help readers build their Intellectual Fortress. The chapter also navigates through the complexities of IP portfolio management, enforcement and defense tactics, licensing, monetization opportunities, and common pitfalls to avoid. Real-world case studies highlight successful IP strategy implementations and landmark IP litigation, offering valuable lessons and insights. Looking forward, the chapter addresses emerging trends in IP law, such as the impact of blockchain technology and AI on IP management and protection. ""Intellectual Fortress: Mastering IP Law Strategies"" empowers readers with the knowledge and tools necessary to navigate the complexities of IP law, encouraging continuous learning and adaptation in the face of evolving legal and technological landscapes. Keywords/Index Terms: Intellectual Property (IP) Law,IP Strategies,Patent Strategy,Copyright and Trademarks,Trade Secrets,IP Portfolio Management,IP Enforcement and Defense,Licensing and Monetization,IP Litigation Case Studies,Emerging Trends in IP Law,Blockchain Technology and IP,Artificial Intelligence (AI) and IP,Global IP Protection,IP Audits and Open Innovation and IP. "
"The Business of Intellectual Property","https://scispace.com/paper/the-business-of-intellectual-property-2bxv9n9ijd","2008","Book","","Christopher M. Arena
Eduardo M. Carreras","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a high‑level overview of IP types and business strategies but lacks explicit patent‑vs‑trade‑secret comparison, empirical company data, or detailed factual scenarios.","FORWARD PREFACE 1. Reports from the Revolution I. Trade-Undressed - The Zeigenfelder Company (Trade dress) II. Copy Wrong and Copy Right Napster and Apple (Copyright) III. A Coke by Any Other Name The Coca-Cola Company (Trademark) IV. Securing the Borders with Patents Texas Instruments (Patent) 2. The Economics of Intellectual Property I. Premise II. Example III. Economic Systems IV. The Knowledge Economy V. The Intellectual Property Economy 3. Building Blocks of the Intellectual Property Economy I. Introduction II. The Information Hierarchy: Data, Information, Knowledge, Understanding and Wisdom III. Qualities of Information/Knowledge IV. Processing Information: Creativity, Invention and Innovation V. The Currency of Intellectual Property A. Patents B. Trade Secrets D. Trademarks E. Copyrights VI. Intellectual Capital 4. Strategic Implications for Business I. Introduction II. Evolution of the Concept of Strategy III. The Views of Business Strategy A. External Competitive Forces B. Internal - Competence C. The Contingency Theory View IV. Hierarchy of Business Strategies A. Introduction B. Corporate Strategy C. Business Unit Level Strategy D. Functional Level Strategy E. Functional Strategies F. Business Unit Strategies V. Strategy Development A. The Strategic Plan B. The Business Model VI. Competitive Position A. Michael Porter VII. Intellectual Property and Competitive Position 5. The Economics of Innovation I. Individual Motivation II. Enterprise Motivations III. Do Organizational and Individual Motivations Work Against Each Other? IV. Economics of Innovation 6. The Linkage Between Innovation, Business and Intellectual Property I. Relationship of Innovation and Intellectual Property? A. The Output of Innovation is Intellectual Property B. Defining Success 1. The Innovators Perspective 2. The organizational Perspective II. Relationship of Innovation and Business III. Relationship of Intellectual Property and Business IV. Forging the disciplines of innovation, intellectual property protection and business 7. Fundamentals of Intellectual Property Strategy I. Introduction II. Examples of Successful Strategies A. Trademark The Coca-Cola Company B. Patents General Electric C. Copyrights Walt Disney Productions D. Trade Secrets - III. Assets needed to effectively compete The linkage to Business and Innovation Strategy IV. Acquisition A. Internal development B. Extrenal Acquisition C. Open Innovation V. Protection VI. Leverage VII. Relation of IP Strategy to Business Strategy 8. Acquisition Strategies I. Sources of IP A. Internal B. External Sources C. Open Innovation II. Acquiring Internally Developed IP A. Identifying Internally Developed IP B. Documenting of Internally Developed IP C. Assessing Internally Developed IP D. Transfering Internally Developed IP E. Communicating of Internally Developed IP III. Acquiring IP from Outside sources A. Identifying Outside Sources of IP B. Documenting Externally Developed IP C. Assessing Externally Developed IP D. Transferring Externally Developed IP E. Communicating Externally Developed IP 9. Protection Strategies I. Layering IP II. Building a portfolio III. Building a streamlined portfolio IV. Examples 10. Leveraging the Strategic Value of IP Through Enforcement I. Enforcement II. Competitive Intelligence III. Enforce or License Decision IV. Examples A. Coca-Cola Product Substitution Program B. Monsanto - Patent Enforcement Program C. Disney Copyright Enforcement Program 11. Leveraging the Strategic Value of IP Through Licensing I. Licensing for Revenue II. BMI and ASCAP III. Patent Pools IV. Licensing V. Cross licensing VI. Transfer 12. Leveraging the Strategic Value of IP within the construct of economic and social policies I. Standards Bodies II. Securitizing III. Auctions IV. IP as the Business A. Example - Lemelson B. Example - Intellectual Ventures V. Antitrust VI. Public Relations 13. International Strategies I. International Treaties II. Differing Legal Systems A. Advanced (US, Europe, Japan) B. Evolving (India, Argentive) C. Rudimentary ( TBD) III. Costs 14. Portfolio Management Strategies I. Portfolio Theory II. Elements of Intellectual Property Portfolio Management A. Managing IP Investments B. Optimizing portfolio C. Allocating Resources D. Managing the Pipeline III. Examples 15. Strategic Framework For IP Programs I. Overview II. Developing The Strategic Framework III. Acquiring Intellectual Property IV. Protecting Intellectual Property V. Leveraging Intellectual Property VI. Managing Intellectual Property VII. Evolution of Straegic Framework A. Rudimentary B. Defensive C. Ramp-up D. Revenue Generating E. Strategic VIII. Implementing the Strategic Framework 16. Industry Specific Strategies I. Telecommunications II. Information Technology III. Pharmaceuticals IV. Energy Production V. Retailing VI. Financial VII. Examples A. Whirlpool B. Wrigley C. ITW APPENDIX I. Intellectual Property Law for Business Owners A. Trade Secrets B. Trademarks C. Trade Dress D. Right of Publicity E. Copyright F. Patents G. Design Patents H. Mask works TABLE OF CASES INDEX"
"Reverse Engineering: Techniques, Applications, Challenges, Opportunities","https://scispace.com/paper/reverse-engineering-techniques-applications-challenges-46fp1zvnpzn3","2024","Journal Article","International Research Journal of Modernization in Engineering Technology and Science","","10.56726/irjmets60817","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a broad overview of reverse‑engineering techniques and applications; does not discuss patent vs trade‑secret decisions, case studies, or detailed IP protection scenarios.","This paper aims to provide a comprehensive overview of reverse engineering, discussing its various techniques, applications, challenges, and opportunities. By exploring these aspects, we can better appreciate the role of reverse engineering in advancing technology and solving complex problems. The primary objective of this paper is to elucidate the process and importance of reverse engineering across different domains. We aim to highlight the techniques used in reverse engineering, its applications in various industries, the challenges faced during the process"
"The Implementation IT Risk Management of Hardware and Software Obsolescence by using ISO27001/ISO 27002 in Pharmaceutical Industry","https://scispace.com/paper/the-implementation-it-risk-management-of-hardware-and-3xbfs6igyw","2019","Journal Article","","Heri Rukmana","10.33555/ACMIT.V3I1.32","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on ISO‑based risk management for hardware/software obsolescence in pharma; does not address patents, trade secrets, or related IP protection decisions.","Risk Management is a discipline that exists to deal with non-speculative risks – those risks from which only a loss can occur. Hardware and software obsolescence which are used in pharmaceutical industry equipment are the subject of Risk Management since these obsolescence may cause either a profit or loss and impact to the business strategy, which can reduce the value of the assets with which the organization undertakes its speculative activity."
"Trade Secret Protection and Firms’ Internal Transparency","https://scispace.com/paper/trade-secret-protection-and-firms-internal-transparency-2x093pfmz4","2021","Journal Article","Social Science Research Network","Ionela Andreicovici
Sara Bormann
Katharina Hombach","10.2139/SSRN.3881395","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on trade secret law impact on internal information sharing, without comparing patents, providing firm‑level case details, or offering concrete IP decision scenarios.","We examine the effects of trade secret protection laws on firms’ internal transparency. By internal transparency, we refer to the extent to which information is integrated, distributed, and shared within the firm. We argue that stronger trade secret protection reduces firms’ proprietary costs of information leakage and thus incentivizes firms to increase their internal transparency. To test our prediction, we construct a novel proxy of firms’ internal transparency based on the share of sites integrated into its enterprise system and exploit the staggered adoption of trade secret protection laws via the Uniform Trade Secrets Act. We find that stronger trade secret protection increases firms’ internal transparency, and that the effect is stronger (weaker) for firms with more pronounced proprietary costs (coordination benefits). In supplemental tests, we distinguish our proxy from information security as well as general software investments and refute alternative explanations that trade secret protection laws affect internal transparency primarily via other channels such as firms’ innovation incentives, external reporting incentives, or reduced financial constraints. Taken together, our results enhance our understanding of the economic forces shaping firms’ internal information environment."
"Recent trends in pharmacuetical reverse engineering","https://scispace.com/paper/recent-trends-in-pharmacuetical-reverse-engineering-kwnogm924e6a","2018","Repository","","","10.5281/zenodo.2530571","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on generic drug FDA regulations and reverse‑engineering context; lacks patent vs trade‑secret comparison, real‑company case data, or detailed IP decision scenarios.","&lt;p&gt;According to the definition established by the FDA, a generic drug is &ldquo;a drug product which is comparable to a reference listed drug (RLD) product in dosage form, strength, route of administration, quality, performance characteristics, and intended use&rdquo;. Rigorous rules and regulations pertaining to abbreviated new drug application (ANDA) submissions are complex and the generic drug industry strives to meet these regulations to obtain FDA&rsquo;s approval. And being the &ldquo;first to file&rdquo; is the most fundamental principle in the generics business because several companies compete to create generics of successful products going off patent. Therefore, generics companies must be highly skilled and disciplined in product development and achieving bioequivalence&mdash;the most critical development area.&lt;/p&gt; "
"Comply or Explain: Do Firms Opportunistically Claim Trade Secrets in Mandatory Environmental Disclosure Programs?","https://scispace.com/paper/comply-or-explain-do-firms-opportunistically-claim-trade-7f6jj54t00bp","2024","Journal Article","Journal of Accounting Research","Yile Jiang","10.1111/1475-679x.12583","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on opportunistic trade‑secret claims in fracking chemical disclosures, not on patent vs trade‑secret choices, firm‑level IP decisions, or detailed IP protection scenarios.","ABSTRACT This paper studies whether firms opportunistically make proprietary claims in mandatory environmental disclosure programs with trade secret exemption rules. Examining the mandatory chemical disclosure program in the fracking industry, I find evidence of opportunistic withholding of information among operators that are less likely to have trade secrets. Specifically, I find that these operators claim fewer chemicals as trade secrets when the operating site is in close proximity to water quality monitors. This is only observed among publicly traded operators that face a higher cost of societal backlash when disclosing pollutant information. Further analyses suggest that these operators are concerned about external environmental monitoring, which deters them from opportunistic information withholding. Regarding public and private operators that are more likely to have trade secrets, I do not find strong evidence that their information withholding varies with the monitoring conditions. "
"Reverse Engineering - Roadmap to Effective software Design","https://scispace.com/paper/reverse-engineering-roadmap-to-effective-software-design-5b73u826k1","2009","","","Mamta Garg
Manoj Kumar Jindal","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on reverse engineering software design, lacking patent vs trade‑secret comparison, real‑company case data, or detailed IP decision scenarios; touches on reverse‑engineering risks and software protection concepts.","The process of duplicating an existing component, subassembly, or product, without the aid of drawings, documentation, or computer model is known as reverse engineering. So reverse engineering is the process of learning the design of an object by studying its implementation. It is the process of discovering the technological principles of a device, object or system through analysis of its structure, function and operation. The role of reverse engineering in software evolution is important. It provides the means for recapturing lost information, restructuring complex systems or transforming old systems to a new, more maintainable and better architecture. Reverse engineering software helps researchers to examine the strength of systems and identify their weaknesses in terms of performance, security, and interoperability. The goal of reverse engineering itself is the improved documentation of how the original product works by uncovering the underlying design. In this paper various reverse engineering tools are discussed which help in developing software design better by the use of existing"
"Manufacturing Barriers to Biologics Competition and Innovation","https://scispace.com/paper/manufacturing-barriers-to-biologics-competition-and-1pvjte9yc3","2015","Posted Content","Social Science Research Network","W. Nicholson Price
Arti K. Rai","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on trade‑secret barriers in biologics manufacturing without comparing patents, lacking firm‑level data, concrete scenarios, or detailed IP strategy analysis.","As finding breakthrough small-molecule drugs gets harder, drug companies are increasingly turning to “large molecule” biologics. Although biologics represent many of the most promising new therapies for previously intractable diseases, they are extremely expensive. Moreover, the pathway for generic-type competition set up by Congress in 2010 is unlikely to yield significant cost savings. In this Article, we provide a fresh diagnosis of, and prescription for, this major public policy problem. We argue that the key cause is pervasive trade secrecy in the complex area of biologics manufacturing. Under the current regime, this trade secrecy, combined with certain features of FDA regulation, not only creates high barriers to entry of indefinite duration but also undermines efforts to advance fundamental knowledge.In sharp contrast, offering incentives for information disclosure to originator manufacturers would leverage the existing interaction of trade secrecy and the regulatory state in a positive direction. Although trade secrecy, particularly in complex areas like biologics manufacturing, often involves tacit knowledge that is difficult to codify and thus transfer, in this case regulatory requirements that originator manufacturers submit manufacturing details have already codified the relevant tacit knowledge. Incentivizing disclosure of these regulatory submissions would not only spur competition but it would provide a rich source of information upon which additional research, including fundamental research into the science of manufacturing, could build. In addition to provide fresh diagnosis and prescription in the specific area of biologics, the Article contributes to more general scholarship on trade secrecy and tacit knowledge. Prior scholarship has neglected the extent to which regulation can turn tacit knowledge not only into codified knowledge but into precisely the type of codified knowledge that is most likely to be useful and accurate. The Article also draws a link to the literature on adaptive regulation, arguing that greater regulatory flexibility is necessary and that more fundamental knowledge should spur flexibility."
"The Intersection of Patents and Trade Secrets","https://scispace.com/paper/the-intersection-of-patents-and-trade-secrets-1wxiv374eu","2015","","","Michael R. McGurk
Jia W. Lu","","https://scispace.com/pdf/the-intersection-of-patents-and-trade-secrets-1wxiv374eu.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a general comparison of patents and trade secrets and notes reverse‑engineering limits, but lacks company data, concrete scenarios, and detailed decision‑making criteria.",""
"The Case for Disclosure of Biologics Manufacturing Information","https://scispace.com/paper/the-case-for-disclosure-of-biologics-manufacturing-5d4mg0ltig","2019","Journal Article","Journal of Law Medicine & Ethics","Yaniv Heled","10.1177/1073110519898043","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on policy argument for FDA disclosure of biologics manufacturing data; does not compare patents vs trade secrets, lack empirical firm case, no detailed IP decision scenario.","Ten years after the enactment of the Biologics Price Competition and Innovation Act (BPCIA), competition in biologics markets remains scant and far from sufficient for lowering prices of biologics to the level of 80-90% price drops seen in generic drug markets. This reality is not a result of one or two cardinal reasons, but many. If lowering the price of biologics is the goal and competition is the means by which we seek to achieve that goal, then there does not seem to be a quick fix to address all of the many impediments to competition that plague biologics markets. Yet, certain changes to how the Food and Drug Administration (FDA) evaluates and approves biologics may go a long way toward the creation of meaningful competition in biologics markets. One such change would be making original biologics' manufacturing information available to follow-on manufacturers. As recognized by several commentators, access to biologics manufacturing information is key to increasing competition in biologics markets. Without access to such information, making follow-on biologics is difficult and expensive, if not outright impossible. This is expected to be especially true for the highly anticipated class of interchangeable biologics, none of which has been approved by the FDA to date. Yet, it has long been the position of the brand-name pharmaceutical industry (Industry) that biologics manufacturing information is proprietary and, thus, may not be shared. Congress has subscribed to the Industry's position, prohibiting the FDA from disclosing regulatory filings submitted by developers of original biologics, including manufacturing information, to third parties. That prohibition not only undermines competition in biologics markets, but is also wasteful, potentially unethical, and poses unnecessary risks to the health and safety of patients. This article makes the case for FDA sharing of original biologics manufacturing information with follow-on biologics developers. It is informed by the similar legal and commercial circumstances in the area of pesticides and the regulatory regime established by Congress in the Federal Insecticide, Fungicide and Rodenticide Act (FIFRA), which is administered by the Environmental Protection Agency (EPA). The article reviews the FIFRA regime, including its upholding as constitutional by the United States Supreme Court, and then examines its applicability to the area of biologics. The article concludes with a proposal for a similar regime to be incorporated into the pathway for approval of follow-on biologics as a means of increasing competition in biologics markets."
"Connecting standardization, patenting and strategic publishing in the framework of firms’ innovation and intellectual property management","https://scispace.com/paper/connecting-standardization-patenting-and-strategic-2kgaxhsq2m","2014","Dissertation","","Julius Rauber","10.14279/DEPOSITONCE-4237","https://scispace.com/pdf/connecting-standardization-patenting-and-strategic-2kgaxhsq2m.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on patents, standards, and strategic publishing; lacks trade‑secret comparison, real‑company case data, concrete scenario details, or the listed niche IP topics.","Deutsch) i Abstract (English) vEnglish) v Publication and Submission Record ix"
"Managing Risk to the Patient: Recoding Quality Risk Management for the Pharmaceutical and Biopharmaceutical Industries","https://scispace.com/paper/managing-risk-to-the-patient-recoding-quality-risk-2o74erki1z","2017","","","Kelly Waldron","10.21427/D7G165","https://scispace.com/pdf/managing-risk-to-the-patient-recoding-quality-risk-2o74erki1z.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on quality risk management in pharma, lacking any discussion of patents, trade secrets, or IP protection decisions.","This thesis explores the application of quality risk management (QRM) in pharmaceutical and biopharmaceutical companies and its effectiveness at managing risk to the patient. The objective of the research described in this thesis was to characterize a maturity state of QRM implementation in which the patient is adequately protected from the risks associated with medicinal products of inadequate quality. The research was conducted over three phases: first, to determine whether patients are better protected since the publication of ICH Q9, a commonly employed guidance on the application of QRM; second, to characterize the industry with regard to QRM maturity, including the effectiveness of QRM application, the behaviors, attitudes, and motivations of the people working with and within QRM, and the governance and oversight of QRM efforts; and third, to construct a mature QRM program and associated maturity measurement tool to accelerate improvements in QRM and better protect the patient. The research employed a mixed methods approach, including the research methods of literature review, philosophical dialogues, benchmarking survey, semi-structured interview, and pilot case studies. The research concluded that the patient is no better protected since the inception of QRM and the level of QRM maturity throughout the pharmaceutical and biopharmaceutical industries remains rather low. However, the research also indicated that progression towards the more mature QRM model proposed in thesis may help firms perform QRM in a more effective manner, resulting in improved management of risk to the patient."
"The International Enclosure Movement","https://scispace.com/paper/the-international-enclosure-movement-25vp8neb2p","2007","Journal Article","Indiana Law Journal","Peter K. Yu","","https://scispace.com/pdf/the-international-enclosure-movement-25vp8neb2p.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses pharma greed and generic competition, but lacks comparative patent vs trade‑secret decision analysis, empirical company data, or detailed factual scenarios required by the criteria.","Most of the recent intellectual property literature concerns the enclosure of the public domain or the one-way ratchet of intellectual property protection. While these concerns are significant and rightly placed, a different, and perhaps more important, enclosure movement is currently taking place at the international level. Instead of the public domain, this concurrent movement encloses the policy space of individual countries and requires them to adopt one-size-fits-all legal standards that ignore their local needs, national interests, technological capabilities, institutional capacities, and public health conditions. As a result of this enclosure, countries are forced to adopt inappropriate intellectual property systems, and they as a result have also lost their ability to respond to domestic crises within their borders. The crisis that hitherto has received the widest international attention concerns the lack of ability by less developed countries to combat HIV/AIDS, malaria, and tuberculosis. To respond to these crises and to mitigate the adverse impact of the TRIPs Agreement, WTO members agreed during the Hong Kong Ministerial to amend the Agreement to allow member states with insufficient or no manufacturing capacity to import generic versions of on-patent pharmaceuticals. The proposed amendment marked the first time the WTO agreed to amend one of its core agreements. If adopted, the amendment would make permanent the temporary waivers granted by the General Council in August 2003. Using the access-to-medicines problem in less developed countries, this article illustrates the complexity of decisions that countries need to make at the national level and the complex, symbiotic relationship of the different types of factors that inhibit access to medicines. It then traces the development of the international enclosure movement and shows how the international intellectual property system was originally designed to preserve the autonomy of countries to devise their own intellectual property policies. Focusing on the developments from the August 2003 decision to the recently proposed article 31bis of the TRIPs Agreement, this article further illustrates the danger of the international enclosure movement, in particular how countries failed to reclaim their lost policy space once that space has been enclosed. The article concludes with suggestions on how countries can reform the international intellectual property system to preserve the autonomy needed to tailor policies to local conditions and how less developed countries can reclaim their lost policy space to facilitate greater access to essential medicines. In designing these suggestions, the article focuses on three main attributes of the international enclosure movement: (1) the power asymmetry between developed and less developed countries; (2) the incentive-investment divide between national and foreign intellectual property policies; and (3) the globalization of intellectual property rights."
